Catégorie;Sous catégorie;Sous sous catégorie;Numéro;Libellé législatif;Information complémentaire
Droits d'enregistrement et de timbre;Actes soumis à un droit fixe d'enregistrement ou à une taxe fixe de publicité foncière;;540102;Exonération de droit d'enregistrement et de taxe de publicité foncière des cessions effectuées par une personne publique et des actes de notoriété et décisions judiciaires constatant l'usucapion réalisés, au profit de propriétaires irréguliers de biens immeubles situés à Mayotte, du 1er janvier 2018 au 31 décembre 2025;
Droits d'enregistrement et de timbre;Partages et opérations assimilées;;550102;Exonération du droit de 2,50% sur les actes de partage des copropriétés;
Droits d'enregistrement et de timbre;Partages et opérations assimilées;;550103;Exonération des droits d'enregistrement pour les actes portant changement de régime matrimonial;
Droits d'enregistrement et de timbre;Partages et opérations assimilées;;550104;Exonération du droit de partage de 2,5 % pour les actes de partage de succession et les licitations de biens héréditaires survenus entre le 1er janvier 2017 et le 31 décembre 2027 à hauteur de la valeur des immeubles situés en Corse;
Droits d'enregistrement et de timbre;Partages et opérations assimilées;;550105;Exonération du droit de partage de 2,5% à hauteur de la valeur des immeubles situés à Mayotte pour les partages de succession et les licitations de biens héréditaires établis entre le 1er janvier 2018 et le 31 décembre 2025;
Droits d'enregistrement et de timbre;Droits dus par les sociétés;Apports recouvrant une mutation;570101;"Exonération, sous certaines conditions, du droit proportionnel ou progressif dû : - pour les apports purs et simples faits à une personne morale passible de l'impôt sur les sociétés par une personne non passible de cet impôt ; - lorsqu'une personne morale non passible de l'impôt sur les sociétés devient passible de cet impôt";
Droits d'enregistrement et de timbre;Droits dus par les sociétés;Apports recouvrant une mutation;570102;Exonération du droit proportionnel ou progressif de mutation sur les apports à titre onéreux d'entreprises individuelles faits à des sociétés passibles de l'impôt sur les sociétés;
Droits d'enregistrement et de timbre;Droits dus par les sociétés;Dispositions diverses;570202;Droit fixe applicable à certaines opérations concernant les sociétés transparentes et les sociétés civiles immobilières régies par l'article L. 443-6-2 et suivants du code de la construction et de l'habitation;
Droits d'enregistrement et de timbre;Droits dus par les sociétés;Dispositions diverses;570204;"Enregistrement gratis des constitutions et dissolutions : - de sociétés de bains-douches et organismes de jardins familiaux ; - de sociétés coopératives artisanales ; - de sociétés mutualistes";
Droits d'enregistrement et de timbre;Prélèvement de 20% sur l'assurance vie;;580102;Suppression du prélèvement de 20 % sur les capitaux décès lorsque le bénéficiaire est exonéré de droit de mutation à titre gratuit;
Droits d'enregistrement et de timbre;Prélèvement de 20% sur l'assurance vie;;580103;"Application d'un abattement d'assiette proportionnel de 20% aux contrats d'assurance-vie en unités de compte dénommés ""vie-génération"" dont les actifs sont investis en partie dans le logement social ou intermédiaire, l'économie sociale et solidaire, le capital-risque ou dans des entreprises de taille intermédiaire";
Taxe sur la valeur ajoutée;Territorialité;;700102;Exonération de TVA sur les objets d'art, de collection et d'antiquité, importés par les établissements agréés par le ministre chargé des affaires culturelles;
Taxe sur la valeur ajoutée;Régimes des départements d'Outre-Mer;;710101;Exonération des transports maritimes de personnes et de marchandises dans la limite de chacun des départements de la Guadeloupe, de la Martinique et de la Réunion;
Taxe sur la valeur ajoutée;Régimes des départements d'Outre-Mer;;710102;Exonération de certains produits et matières premières ainsi que des produits pétroliers dans les départements de la Guadeloupe, de la Martinique et de la Réunion;
Taxe sur la valeur ajoutée;Régimes des départements d'Outre-Mer;;710103;"Régime des départements de la Guadeloupe, de la Martinique et de la Réunion. Fixation des taux à : - 8,5 % pour le taux normal ; - 2,1 % pour le taux réduit";
Taxe sur la valeur ajoutée;Régimes des départements d'Outre-Mer;;710104;Régime particulier des départements de la Guadeloupe, de la Martinique et de la Réunion. Déductibilité de la taxe afférente à certains produits exonérés;
Taxe sur la valeur ajoutée;Régimes des départements d'Outre-Mer;;710105;Non applicabilité provisoire de la TVA en Guyane et Mayotte;
Taxe sur la valeur ajoutée;Régimes des départements d'Outre-Mer;;710106;Exonérations de TVA relatives à la mise en valeur agricole de terres dans les DOM;
Taxe sur la valeur ajoutée;Régimes des départements d'Outre-Mer;;710107;Exonération de TVA des ventes et importations de riz à la Réunion;
Taxe sur la valeur ajoutée;Exonérations;Exonérations à caractère social;720106;Exonération des associations intermédiaires conventionnées, visées à l'article L. 5132-7 du code du travail dont la gestion est désintéressée;
Taxe sur la valeur ajoutée;Exonérations;Exonérations à caractère social;720107;Exonération des services rendus aux personnes physiques par les associations agréées en application de l'article L. 7232-1 du code du travail;
Taxe sur la valeur ajoutée;Exonérations;Exonérations à caractère social;720108;Exonération des prestations de services et des livraisons de biens qui leur sont étroitement liées, effectuées dans le cadre de la garde d'enfants par les établissements visés aux deux premiers alinéas de l'article L. 2324-1 du code de la santé publique et assurant l'accueil des enfants de moins de trois ans;
Taxe sur la valeur ajoutée;Exonérations;Autres exonérations;720201;Exonération de la partie du trajet effectué à l'intérieur de l'espace maritime national pour les transports aériens ou maritimes de personnes et de marchandises en provenance ou à destination de la Corse;
Taxe sur la valeur ajoutée;Exonérations;Autres exonérations;720202;Exonération de la fourniture d'eau dans les communes ou groupements de communes de moins de 3 000 habitants, avec faculté de renoncer à l'exonération;
Taxe sur la valeur ajoutée;Exonérations;Autres exonérations;720203;Exonération des publications des collectivités publiques et des organismes à but non lucratif;
Taxe sur la valeur ajoutée;Exonérations;Autres exonérations;720206;Exonération des produits de leur pêche vendus par les marins-pêcheurs et armateurs à la pêche en mer;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730205;Taux de 10% pour la fourniture de logements dans les hôtels;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730206;Taux de 10% applicable à la fourniture de logements dans les terrains de camping classés;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730207;Taux de 10% pour les recettes provenant de la fourniture des repas par les cantines d'entreprises ou d'administrations, et taux de 5,5% pour la fourniture de repas par des prestataires dans les établissements publics ou privés d'enseignement du premier et du second degré ainsi que pour les repas livrés par des fournisseurs extérieurs aux cantines, scolaires et universitaires notamment, qui restent exonérées de TVA;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730208;Taux de 10% pour les prestations de soins dispensées par les établissements thermaux autorisés;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730210;Taux de 10 % pour certaines opérations relatives aux logements locatifs sociaux;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730212;Taux de 10% applicable aux éléments constitutifs des aliments pour le bétail, aux engrais, aux amendements calcaires et produits phytopharmaceutiques utilisables en agriculture biologique et aux matières fertilisantes ou supports de culture d'origine organique agricole;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730213;Taux de 10 % pour les travaux d’amélioration, de transformation, d’aménagement et d’entretien, autres que les travaux de rénovation énergétiques soumis au taux de 5,5 % en application de l’article 278-0 bis A, portant sur les logements achevés depuis plus de deux ans;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730214;Taux de 10% pour les services d'aide à la personne fournis à titre exclusif, ou à titre non exclusif pour celles qui bénéficient d'une dérogation à la condition d'activité exclusive selon l'article L. 7232-1-2 du code du travail, par des associations, des entreprises ou des organismes déclarés en application de l'article L. 7232-1-1 du même code, et dont la liste est fixée par décret et taux de 5,5% pour les prestations de services exclusivement liées aux gestes essentiels de la vie quotidienne des personnes handicapées et des personnes âgées dépendantes qui sont dans l'incapacité de les accomplir, fournies par des associations, des entreprises ou des organismes déclarés en application de l'article L.7232-1-1 du même code, dont la liste est fixée par décret, à titre exclusif, ou à titre non exclusif pour celles qui bénéficient d'une dérogation à la condition d’activité exclusive selon l'article L.7232-1-2 du même code;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730216;Taux de 5,5% pour certaines opérations relatives à l’accession sociale à la propriété à usage de résidence principale : livraisons de logements dans le cadre de la location-accession, livraisons d’immeubles et travaux réalisés en application d’un contrat unique de construction de logement dans certains quartiers ciblés par la politique de la ville ou à leur proximité, certaines opérations destinées à la conclusion d’un bail réel solidaire et apports aux sociétés civiles immobilières d’accession progressive à la propriété;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730218;Taux de 5,5% pour la fourniture par réseaux d'énergie d'origine renouvelable;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730221;Taux de 10% applicable aux ventes à consommer sur place, à l'exception des ventes de boissons alcooliques;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730222;Taux de 10% de TVA applicable pour les ventes et les livraisons à soi-même aux investisseurs dits « institutionnels » de logements locatifs intermédiaires situés dans des zones caractérisées par un déséquilibre important entre l’offre et la demande de logement , lorsqu’ils répondent à des critères de mixité avec des logements locatifs sociaux, ainsi que pour les livraisons de logements locatifs intermédiaires à l’association foncière logement, ou aux sociétés qu’elle contrôle, lorsqu’ils sont situés dans des quartiers ciblés de la politique de la ville ou à leur proximité;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730223;Taux de 5,5% pour les travaux d'amélioration de la qualité énergétique des locaux à usage d'habitation achevés depuis plus de deux ans ainsi que sur les travaux induits qui leur sont indissociablement liés;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730224;Taux de 5,5 % des droits d’entrée aux réunions sportives;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730225;Exclusion de la TVA des marges commerciales postérieures à la fabrication ou à l'importation des tabacs manufacturés;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730226;Taux de 5,5 % aux prestations de collecte, de tri et de traitement des déchets mentionnées aux articles L. 2224-13 et L. 2224-14 du code général des collectivités territoriales, portant sur des matériaux ayant fait l'objet d'un contrat conclu entre une commune ou un établissement public de coopération intercommunale et un organisme ou une entreprise agréé au titre de l'article L. 541-2 du code de l'environnement;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730227;Création : Taux de 5,5 % pour certaines opérations relatives aux logements médico-sociaux;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730228;Taux de 5,5 % applicable aux importations d’œuvres d’art, d’objets de collection, y compris en provenance d’autre État-membre de l’Union européenne et pour les livraisons d’œuvres d’art effectuées par leur auteur ou ses ayants droits – taux de 10 % applicable aux livraisons d’œuvres d’art effectuées à titre occasionnel par les personnes qui les ont utilisées pour les besoins de leurs exploitations et chez qui elles ont ouvert droit à déduction de la TVA;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730229;Taux de 10 % sur les droits d’entrée pour la visite des parcs botaniques,  musées, monuments, grottes, sites et expositions culturelles;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730230;Taux de 10 % applicable aux foires, salons, expositions autorisés, jeux et manèges forains et visites de parcs à décors animés;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730231;Taux de 5,5 % applicable aux théâtres, cirques, concerts, spectacles de variété, sur les droits d’entrée dans les salles de cinéma et des parcs zoologiques;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730232;Taux de 10 % applicable aux livraisons de bois de chauffage et produits de bois assimilés;
Taxe sur la valeur ajoutée;Assiette et taux;Taux réduit;730233;Taux de 10 % applicable aux abonnements souscrits pour recevoir des services de télévision;
Taxe sur la valeur ajoutée;Assiette et taux;Taux particuliers;730301;Taux de 2,10 % applicable aux droits d'entrée des 140 premières représentations de certains spectacles;
Taxe sur la valeur ajoutée;Assiette et taux;Taux particuliers;730302;Taux de 2,10 % applicable aux ventes d'animaux de boucherie et de charcuterie à des personnes non assujetties à la TVA;
Taxe sur la valeur ajoutée;Assiette et taux;Taux particuliers;730305;Taux de 2,10 % applicable aux publications de presse;
Taxe sur la valeur ajoutée;Assiette et taux;Taux particuliers;730306;Taux particuliers applicables à divers produits et services consommés ou utilisés en Corse;
Taxe sur la valeur ajoutée;Assiette et taux;Taux particuliers;730307;Taux de 2,10 % applicable à certaines opérations relatives au logement social outre-mer qui sont éligibles soit aux prêts locatifs sociaux, soit au crédit d’impôt sur les sociétés en faveur de l’investissement dans les logements neufs outre-mer;
Taxe sur la valeur ajoutée;Régimes particuliers;;740102;Franchise en base pour les avocats et les avocats au Conseil d'Etat et à la Cour de cassation dont le chiffre d'affaires n'excède pas la limite fixée au III de l'article 293 B du CGI;
Taxe sur la valeur ajoutée;Régimes particuliers;;740103;Franchise en base pour les auteurs et les interprètes des oeuvres de l'esprit dont le chiffre d'affaires n'excède pas la limite fixée au III de l'article 293 B du CGI;
Taxe sur la valeur ajoutée;Régimes particuliers;;740105;Franchise en base pour les activités lucratives accessoires des associations sans but lucratif lorsque les recettes correspondantes n'excèdent pas un seuil de chiffre d'affaires, indexé, chaque année, sur la prévision de l'indice des prix à la consommation, hors tabac, retenue dans le projet de loi de finances de l'année (61 145 € pour 2017);
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Exonérations;800103;Tarif réduit de taxe intérieure de consommation (remboursement) pour les carburants utilisés par les taxis;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Exonérations;800108;Exonération de taxes intérieures de consommation pour 10 ans pour les livraisons de fioul lourd d'une teneur en soufre supérieure à 1% utilisé dans des installations de cogénération équipées de dispositifs de désulfuration des fumées;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Exonérations;800111;Exonération de taxe intérieure de consommation pour les huiles végétales pures utilisées comme carburant agricole ou pour l'avitaillement des navires de pêche professionnelle;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Exonérations;800114;Exonération de taxe intérieure de consommation sur le charbon pour les entreprises de valorisation de la biomasse dont les achats de combustibles et d'électricité utilisés pour cette valorisation représentent au moins 3 % de leur chiffre d'affaires;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Exonérations;800117;Exonération de la taxe intérieure de consommation pour les produits énergétiques utilisés comme carburant ou combustible pour le transport de marchandises sur les voies navigables intérieures.;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Exonérations;800118;Exonération de taxe intérieure de consommation pour les produits suivants à usage combustible : gaz de houille, gaz à l’eau, gaz pauvre et gaz similaires, biogaz;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Exonérations;800119;Exonération de taxe intérieure de consommation pour les carburants destinés aux moteurs d'avions et de navires lorsqu'ils sont utilisés dans le cadre de la construction, du développement, de la mise au point, des essais ou de l'entretien des aéronefs et navires et de leurs moteurs;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800201;Tarif réduit de taxe intérieure de consommation du gazole non routier autre que celui utilisé pour les usages agricoles;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800203;Tarif réduit de taxe intérieure de consommation pour le gaz de pétrole liquéfié (butane, propane) utilisé comme carburant non routier;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800209;Tarif réduit de taxe intérieure de consommation (remboursement) pour le gazole utilisé pour les engins à l’arrêt équipant les véhicules de transport de marchandises et les véhicules à usages spéciaux (dépanneuses, camions-grues…);
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800210;Tarif réduit de taxe intérieure de consommation pour les produits énergétiques utilisés dans les installations grandes consommatrices d’énergie et soumises au régime des quotas d’émission de gaz à effet de serre du dispositif ETS;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800211;Tarif réduit de taxe intérieure de consommation pour les produits énergétiques utilisés dans les installations grandes consommatrices d’énergie exerçant une activité considérée comme exposée à un risque important de fuite carbone;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800212;Tarif réduit de taxe intérieure de consommation pour l'E10, carburant essence pouvant contenir jusqu’à 10 % d’éthanol;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800214;Tarif réduit de taxe intérieure sur la consommation pour le carburant ED95, carburant diesel comportant entre 90 % et 95 % d’éthanol;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800215;Taux réduit de taxe intérieure sur la consommation pour le B100, carburant diesel synthétisé à partir d'acides gras;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800216;Tarif réduit de taxe intérieure sur la consommation pour l'E85, carburant essence comprenant entre 65 % et 85 % d'éthanol;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800217;Tarif réduit de taxe intérieure de consommation du gaz naturel utilisé dans les véhicules routiers (GNV);
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Taux réduit;800219;Tarif réduit pour le gaz naturel consommé pour déshydrater les légumes et plantes aromatiques, autres que les pommes de terres, les champignons et les truffes, par les entreprises pour lesquelles cette consommation est supérieure à 800 wattheures par euro de valeur ajoutée;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Détaxe;800302;Tarif réduit de taxe intérieure sur la consommation pour l’essence E5 (essences SP98 et SP95) commercialisée en Corse;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Dispositions diverses;800401;Exclusion des départements d'outre-mer du champ d'application de la taxe intérieure de consommation applicable aux carburants;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Dispositions diverses;800403;Remboursement d'une fraction de taxe intérieure de consommation sur le gazole utilisé par certains véhicules routiers;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Dispositions diverses;800404;Tarif réduit de taxe intérieure de consommation (remboursement) pour le gazole utilisé comme carburant des véhicules de transport public collectif de voyageurs;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur les produits énergétiques;Dispositions diverses;800405;Tarif réduit de taxe intérieure de consommation (remboursement) pour le gazole non routier, le fioul lourd, le gaz naturel et le gaz de pétrole liquéfié utilisés par les exploitants agricoles;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur la fourniture d'électricité;Taux réduit;820201;Tarif réduit pour l’électricité consommée par les installations industrielles électro-intensives exposées à un risque important de fuite de carbone en raison des coûts des émissions indirectes;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur la fourniture d'électricité;Taux réduit;820202;Tarif réduit pour l’électricité consommée par les installations hyperélectro-intensives;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur la fourniture d'électricité;Taux réduit;820203;Tarif réduit pour l’électricité consommée soit sur des sites industriels électro-intensifs où sont exploitées des installations industrielles et pour l’électricité consommée soit par des entreprises industrielles électro-intensives exploitant des installations industrielles;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur la fourniture d'électricité;Taux réduit;820204;Tarif réduit pour l’électricité consommée par les transports collectifs ferroviaires et routiers (train, métro, tramway, câble, autobus hybride rechargeable et électrique, trolleybus);
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur la fourniture d'électricité;Taux réduit;820205;Tarif réduit pour la consommation d’électricité par les exploitants d'aérodromes ouverts à la circulation aérienne publique, dont la consommation totale d'électricité est strictement supérieure à 222 wattheures par euro de valeur ajoutée, pour les besoins de cette exploitation;
Taxe intérieure de consommation sur les produits énergétiques;Taxe intérieure de consommation sur la fourniture d'électricité;Taux réduit;820206;Tarif réduit pour l’électricité consommée par un centre de stockage de données numériques, pour la fraction des quantités annuelles excédant un gigawattheure, lorsque la consommation totale d'électricité de ce centre est égale ou supérieure à 1 kilowattheure par euro de valeur ajoutée;
Autres droits;Taxes sur le chiffre d'affaires des opérateurs du secteur audiovisuel et de communications électroniques;Taxe sur la publicité télévisée;920101;Exonération de taxe sur la publicité télévisée sur les messages passés pour le compte d'oeuvres d'utilité publique à l'occasion de grandes campagnes nationales;
Autres droits;Taxes sur le chiffre d'affaires des opérateurs du secteur audiovisuel et de communications électroniques;Taxe sur la publicité diffusée par les chaînes de télévision;920201;Application d'une assiette réduite pour le calcul de la taxe sur la publicité diffusée par les chaînes de télévision, pour les éditeurs de services de télévision dont l'audience quotidienne réalisée en dehors de la France métropolitaine est supérieure à 90 % de leur audience totale;
Autres droits;Taxes sur le chiffre d'affaires des opérateurs du secteur audiovisuel et de communications électroniques;Taxe sur services fournis par les opérateurs de communications électroniques (TOCÉ);920301;Exclusion de l’assiette de la taxe sur les services fournis par les opérateurs de communications électroniques (TOCÉ) des dotations aux amortissements afférents aux matériels et équipements acquis pour les besoins des infrastructures et des réseaux de communications électroniques;
Autres droits;Contribution à l'audiovisuel public;;950101;Dégrèvement en faveur des personnes de condition modeste;
Autres droits;Contribution à l'audiovisuel public;;950102;"Dégrèvement en faveur des personnes de condition modeste au titre des ""droits acquis""";
Autres droits;Contribution à l'audiovisuel public;;950103;Dégrèvement de contribution pour l'audiovisuel public en cas de décès du fait d'actes de terrorisme, de la participation à une opération extérieure ou de sécurité intérieure ou dans des circonstances ayant entraîné une citation à l'ordre de la Nation;
Autres droits;Taxe annuelle sur la détention des voitures particulières les plus polluantes;;970101;"Exonération de la taxe applicable aux voitures particulières les plus polluantes pour les véhicules à carrosserie ""Handicap"" et pour les véhicules acquis par les personnes titulaires de la carte d'invalidité";
Autres droits;Taxe générale sur les activités polluantes;Déductions d'assiette;990101;Déductibilité des contributions ou dons de toute nature versés aux associations agréées de surveillance de la qualité de l’air;
Autres droits;Taxe générale sur les activités polluantes;Tarifs réduits;990201;Tarif réduit pour la réception de résidus à haut pouvoir calorifique issus des opérations de tri performantes dans une installation de valorisation énergétique dont le rendement excède 0,7;
