Nomenclature;Année;Type de ligne;Type de budget;Périmètre financier Chorus;Ministère;Programme;Code (programme, action ou sous-action);Libellé Chorus abrégé;Libellé complet;Mission;Type de dépenses;Code article d'éxécution;Section CAS/CCF;Compte CAS/CCF;Id Histo Tango;Code section Chorus
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P139;0139-09-02;Crédits pédagogiques;Crédits pédagogiques;MEC Enseignement scolaire;Hors Personnel;52.0;;;1NEX1690;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P193;0193-07-01;EUMETSAT;Contribution française à EUMETSAT;MRA Recherche et enseignement supérieur;Hors Personnel;22.0;;;1NEX870;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P198;0198-05;Autres régimes;Autres régimes;MRB Régimes sociaux et de retraite;Hors Personnel;;;;1ACT2831;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN10 Justice;P166;0166-06-01;Administration et gestion;Administration et gestion;MJA Justice;Mixte;60.0;;;1NEX1163;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P119;0119-02;DGD COMMUNES;Dotation générale de décentralisation des communes;MRC Relations avec les collectivités territoriales;Hors Personnel;;;;1ACT996;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P185;0185-03;ODD;Objectifs de développement durable;MAA Action extérieure de l'État;Hors Personnel;80.0;;;1ACT3316;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P123;0123-03;Continuité territoriale;Continuité territoriale;MOA Outre-mer;Hors Personnel;;;;1ACT882;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P138;0138-04-02;Autres mesures sout entr;Autres mesures de soutien aux entreprises;MOA Outre-mer;Hors Personnel;;;;1LYKHLTTIN6;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P203;0203-44-01;Infra. transport coll.;Infrastructures transport collectif;MTA Écologie, développement et mobilité durables;Hors Personnel;40.0;;;1NEX10999;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-08-44;PMS-Mobil-VLTP;Assurer la mobilité - VLTP;MDA Défense;Hors Personnel;;;;TGJ6WKL2I0;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P143;0143-05;Moyens communs à l'enseig;Moyens communs à l'enseignement technique agricole (public et privé);MEC Enseignement scolaire;Hors Personnel;;;;1ACT763;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P215;0215-04-16;Elèves et stagiaires en é;Elèves et stagiaires en écoles ou en centres de formation;MAC Agriculture, alimentation, forêt et affaires rurales;Personnel;72.0;;;1NEX262;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P175;0175-04-10;Archives nationales;Archives nationales;MCB Culture;Hors Personnel;53.0;;;1NEX9252;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P206;0206-06;Mise en oeuvre de la poli;Mise en oeuvre de la politique de sécurité et de qualité sanitaires de l'alimentation;MAC Agriculture, alimentation, forêt et affaires rurales;Mixte;;;;1ACT1032;
Dépenses_BG;2023.0;Action n'apparaissant PAS au PAP/RAP - T2 uniquement;BG;BG00;MIN06 Éducation nationale et  jeunesse;P230;0230-99;Dépenses de personnel con;Dépenses de personnel concourant au programme;MEC Enseignement scolaire;Personnel;99.0;;;1NEX1706;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P181;0181-01-02;Santé Envir Éco circulair;Santé Environnement et Économie circulaire;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;T3QRPOP15Q;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P102;0102-01;Amélioration de l’efficac;Amélioration de l'efficacité du service public de l'emploi;MTB Travail et emploi;Hors Personnel;;;;1ACT1122;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN38 Enseignement supérieur et recherche;P231;0231-03-01;Santé Act asso cult sport;Santé des étudiants et activités associatives, culturelles et sportives;MRA Recherche et enseignement supérieur;Hors Personnel;25.0;;;1NEX7865;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-09-71;Op.enMilieuHost-Ev.EXOCET;Opérer en milieu hostile - Evolution Exocet;MDA Défense;Hors Personnel;71.0;;;1SSA517;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P205;0205-01-06;SI SMC;Systèmes d'information SMC;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;20P921JPN5T;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN01 Europe et affaires étrangères;P185;0185-04;Ens. sup recherche;Enseignement supérieur et recherche;MAA Action extérieure de l'État;Hors Personnel;40.0;;;1ACT575;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P336;336.0;Dot.Méc.Euro.Stab.;Dotation du Mécanisme européen de stabilité;MEB Engagements financiers de l'État;Hors Personnel;;;;1PGM1187;
Dépenses_CCF;2023.0;Action apparaissant au PAP/RAP;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P832;0832-04;Avances à la Nouvelle-Cal;Avances à la Nouvelle-Calédonie, au titre de la fiscalité du nickel;MZC Avances aux collectivités territoriales;Hors Personnel;14.0;2 Avances aux collectivités et établissements publics, et à la Nouvelle-Calédonie;880.0;1ACT1254;880-S02
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P424;0424-03;Démo.amorçage.cond réel;Démonstration en conditions réelles, amorçage et premières commerciales;MAV Investir pour la France de 2030;Hors Personnel;;;;19S6VZ1W07S;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P361;0361-04-12;Rech pluridisciplinaire;Recherche pluridisciplinaire;MCB Culture;Hors Personnel;;;;1NEX9094;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN38 Enseignement supérieur et recherche;P172;0172-12;Diff Valor Transf connais;Diffusion, valorisation et transfert des connaissances et des technologies;MRA Recherche et enseignement supérieur;Hors Personnel;89.0;;;1ACT1947;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P174;0174-03;Aides acq.véh.propres;Aides à l'acquisition de véhicules propres;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;V0J35JUBMX;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P178;0178-03-11;Infrastructures maritimes;Infrastructures maritimes;MDA Défense;Hors Personnel;;;;TCQ8TRP1XA;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-58-04;Log-Sout IA/EMA/SIMu;Service interarmées des munitions;MDA Défense;Personnel;46.0;;;1SSA1051;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P175;0175-01-01;Fêtes N et cérémonies;Fêtes nationales et cérémonies publiques;MCB Culture;Hors Personnel;10.0;;;1NEX500;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P175;0175-09-05;Archéologie préventive;Financement des opérations d'archéologie préventive;MCB Culture;Hors Personnel;91.0;;;1NEX10666;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P423;0423-04;Adaptation et qualificati;Adaptation et qualification de la main d'oeuvre;MAV Investir pour la France de 2030;Hors Personnel;4.0;;;1ACT5250;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P112;0112-14-02;Pacte État-métropoles;Pacte État-métropoles;MVA Cohésion des territoires;Hors Personnel;;;;VOX85K1M4S;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P361;0361-02-27;sécurisation sites;Sécurisation des sites et évènements culturels;MCB Culture;Hors Personnel;37.0;;;1SI1931;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P205;0205-07-06;Interventions économiques;Interventions économiques cofinancées par l'UE;MTA Écologie, développement et mobilité durables;Hors Personnel;78.0;;;1NEX11030;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-04;Politique immobilière;Politique immobilière;MDA Défense;Hors Personnel;40.0;;;1ACT708;
Dépenses_CCF;2023.0;Programme;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P847;847.0;TV5 Monde;TV5 Monde;MZD Avances à l'audiovisuel public;Hors Personnel;;1 Avances aux organismes de l'audiovisuel public;870.0;1PGM1347;870-S01
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P218;0218-02;Expertise et contrôle;Expertise, audit, évaluation et contrôle;MGA Gestion des finances publiques;Mixte;20.0;;;1ACT825;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P205;0205-02-01;Financement LPM CPER;Financement contractualisé des structures de l'enseignement maritime secondaire (CPER);MTA Écologie, développement et mobilité durables;Hors Personnel;20.0;;;1NEX2794;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-01-11;hors DAP, MOUS ingénierie;Parc locatif social - Hors conventions de délégation de compétence - Maîtrise d'oeuvre urbaine et sociale et autres prestations d'ingénierie;MVA Cohésion des territoires;Hors Personnel;17.0;;;1NEX8186;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P192;0192-02-03;Accompagnement de la poli;Accompagnement de la politique d'innovation;MRA Recherche et enseignement supérieur;Hors Personnel;22.0;;;1NEX2788;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P159;0159-10-09;Aff. strat. et transv.;Affaires stratégiques et transversales du CGDD;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;17HCQDV8PDN;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-10-86;ProtectF&Sites-AutOp&Homm;Assurer la protection des forces et des sites - Autres opérations et assurer la protection de l'homme;MDA Défense;Hors Personnel;86.0;;;1SSA528;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P206;0206-04-42;Moyens de fonctionnement;Moyens de fonctionnement de l'agence nationale chargée de la sécurité sanitaire de l'alimentation, de l'environnement et du travail (ANSES);MAC Agriculture, alimentation, forêt et affaires rurales;Hors Personnel;42.0;;;1NEX8886;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P138;0138-02-27;Aides à la qualification;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Réunion;MOA Outre-mer;Mixte;46.0;;;1NEX2091;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN56 Solidarités, autonomie et personnes handicapées;P304;0304-17-12;GIP FEP;"GIP ""France enfance protégée""";MSE Solidarité, insertion et égalité des chances;Hors Personnel;;;;274J5N0TKIL;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-07-35;Comm-Autr.Op.;Communiquer - Autres opérations;MDA Défense;Hors Personnel;35.0;;;1SSA494;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P176;0176-04-03;Autres actions relatives;Autres actions relatives à la police des étrangers et à la sureté des transports internationaux - Administration centrale et cabinets;MSB Sécurités;Personnel;41.0;;;1SI1922;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P421;0421-06;Créations expérimentales;Créations expérimentales de sociétés universitaires et scientifiques;MAV Investir pour la France de 2030;Hors Personnel;6.0;;;1ACT5236;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P345;0345-09-05;Autres énergies;Autres énergies;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;16ES20Z9LGP;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P175;0175-08-02;Enrich coll pubQ musées;Enrichissement des collections publiques pour les musées;MCB Culture;Hors Personnel;75.0;;;1NEX627;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P139;0139-12;Soutien;Soutien;MEC Enseignement scolaire;Mixte;65.0;;;1ACT807;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P214;0214-09-03;Diplômes d'enseignement g;Diplômes d'enseignement général et technologique;MEC Enseignement scolaire;Mixte;52.0;;;1NEX9973;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN10 Justice;P166;0166-07;Formation;Formation;MJA Justice;Mixte;;;;1ACT835;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P162;0162-11-11;Accomp MOA actions aqua;Mieux accompagner les maîtres d'ouvrage porteurs des actions de restauration des milieux aquatiques;MVA Cohésion des territoires;Hors Personnel;;;;UASW5NY6CI;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P203;0203-41-05;Compensation fret;Compensation fret;MTA Écologie, développement et mobilité durables;Hors Personnel;17.0;;;1NEX10991;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P216;0216-06-03;Attroupements : règlement;Attroupements : règlements amiables;MAB Administration générale et territoriale de l'État;Hors Personnel;62.0;;;1NEX2600;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P232;0232-02-06;Elections municipales gén;Elections municipales générales;MAB Administration générale et territoriale de l'État;Mixte;25.0;;;1NEX2562;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN10 Justice;P310;0310-02;Activité normative;Activité normative;MJA Justice;Personnel;20.0;;;1ACT853;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P123;0123-04-06;Culture, jeunesse et spor;Culture, jeunesse et sports;MOA Outre-mer;Hors Personnel;66.0;;;1NEX6883;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P177;0177-11-01;Alloctaions et aides soci;Alloctaions et aides sociales;MVA Cohésion des territoires;Hors Personnel;15.0;;;1NEX8992;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN43 Transition énergétique;P174;0174-06;Soutien;Soutien;MTA Écologie, développement et mobilité durables;Hors Personnel;60.0;;;1ACT3759;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P140;0140-01;Enseignement pré-élémenta;Enseignement pré-élémentaire;MEC Enseignement scolaire;Mixte;10.0;;;1ACT770;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P134;0134-13;Régulation des communicat;Régulation des communications électroniques, des postes et de la distribution de la presse (ARCEP);MDB Économie;Mixte;67.0;;;1ACT2608;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P119;0119-01-13;PROT FONCT ELU LOCAL;Protection fonctionnelle - Elu local;MRC Relations avec les collectivités territoriales;Hors Personnel;;;;10AMKYWYWT9;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P122;0122-01-25;Aides comm. forest.;Aides exceptionnelles aux communes forestières;MRC Relations avec les collectivités territoriales;Hors Personnel;;;;1YGOD5LOE1A;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN56 Solidarités, autonomie et personnes handicapées;P124;0124-22;Personnels transversaux e;Personnels transversaux et de soutien;MSE Solidarité, insertion et égalité des chances;Personnel;55.0;;;1ACT4034;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-08;Polit.Culturel.&Educative;Politique culturelle et éducative;MDA Défense;Hors Personnel;;;;1ACT2487;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P334;0334-02-01;Musique enregistrée;Soutien dans le domaine de la musique enregistrée;MMA Médias, livre et industries culturelles;Hors Personnel;20.0;;;1NEX9498;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN02 Culture;P361;0361-02;Soutien à la démo & EAC;Soutien à la démocratisation et à l'éducation artistique et culturelle;MCB Culture;Hors Personnel;;;;1ACT696;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN10 Justice;P182;0182-01;Décisions Judiciaires PJJ;Mise en oeuvre des décisions judiciaires;MJA Justice;Mixte;;;;1ACT843;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P113;0113-02-02;Contentieux IEB;Contentieux de l'ingénierie, de l'eau et de la biodiversité;MTA Écologie, développement et mobilité durables;Hors Personnel;52.0;;;1NEX9812;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN01 Europe et affaires étrangères;P185;185.0;Diplomatie culturelle et;Diplomatie culturelle et d'influence;MAA Action extérieure de l'État;Mixte;;;;1PGM221;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-07-03;Politiq aménagt (HCPER);Politiques d'aménagement de l'Etat (hors CPER);MVA Cohésion des territoires;Hors Personnel;54.0;;;1NEX9776;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P143;0143-05-05;DiplEnsAgrAct°Nationales;Diplômes de l'enseignement agricoles - Actions nationales;MEC Enseignement scolaire;Hors Personnel;;;;1NEX4302;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P123;0123-04-02;Actions sanitaires et soc;Actions sanitaires et sociales;MOA Outre-mer;Hors Personnel;51.0;;;1NEX1407;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN12 Services du Premier ministre;P205;205.0;Affaires marit.pèche.aqua;Affaires maritimes, pêche et aquaculture;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;1PGM337;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P217;0217-18-06;Pers Progr autres minist;Personnels relevant de programmes de divers autres ministères;MTA Écologie, développement et mobilité durables;Personnel;91.0;;;1NEX8340;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-10-80;SûretéAppr&AlertAvnc;Assurer la sûreté des approches, la sécurité de l'Etat, de la nation et des citoyens – Alerte Avancée;MDA Défense;Hors Personnel;;;;1SSA907;
Dépenses_CCF;2023.0;Action apparaissant au PAP/RAP;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P877;0877-01;PrêtsAv. Ent covid-19;Avances remboursables et prêts bonifiés aux entreprises touchées par la crise du covid-19;MZF Prêts et avances à des particuliers ou à des organismes privés;Hors Personnel;;4 Avances remboursables et prêts bonifiés aux entreprises touchées par la crise de la covid-19;850.0;140XK5E4I67;850-S04
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P193;0193-06-02;ESA;Contribution française à l'Agence spatiale européenne;MRA Recherche et enseignement supérieur;Hors Personnel;21.0;;;1NEX868;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P152;0152-01-02;Ordre et sécurité publics;Ordre et sécurité publics -  administration centrale et cabinet;MSB Sécurités;Personnel;12.0;;;1SI196;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN10 Justice;P310;0310-10-01;T2 Pol. RH transverses;"Personnel concourant à l'action ""Politiques RH transverses """;MJA Justice;Personnel;70.0;;;1NEX6995;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P424;0424-02;Matur.R&D.val rech;Maturation de technologies, R&D, valorisation de la recherche;MAV Investir pour la France de 2030;Hors Personnel;;;;19S6R1EU07S;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN01 Europe et affaires étrangères;P105;105.0;ActionFranceEurope_Monde;Action de la France en Europe et dans le monde;MAA Action extérieure de l'État;Mixte;;;;1PGM220;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P143;0143-02-05;Enseignement agricole pri;Enseignement agricole privé à temps plein - Personnel - Actions nationales;MEC Enseignement scolaire;Personnel;34.0;;;1NEX4308;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P303;0303-04-01;Fonctionnement DGEF;Fonctionnement courant de la direction générale des étrangers en France;MIA Immigration, asile et intégration;Hors Personnel;;;;1NEX9856;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN36 Travail, plein emploi et insertion;P155;0155-07-05;Concours du fonds social;Concours du fonds social européen. Assistance technique. Objectif convergence (2007-2013);MTB Travail et emploi;Hors Personnel;74.0;;;1NEX4735;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P144;0144-07-04;Gestion des moyens et sub;Gestion des moyens et subventions;MDA Défense;Hors Personnel;44.0;;;1SSA935;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-64-08;Pil-Sout-com/Pers ARD/SGA;Personnel de l'agence de reconversion de la Défense;MDA Défense;Personnel;79.0;;;1SSA1068;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN10 Justice;P166;0166-07-01;ENM;Ecole nationale de la magistrature;MJA Justice;Mixte;70.0;;;1NEX1167;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN56 Solidarités, autonomie et personnes handicapées;P157;0157-13-01;Emploi accompagné et FDCH;Accompagnement de la situation de handicap;MSE Solidarité, insertion et égalité des chances;Hors Personnel;31.0;;;1NEX10815;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P163;0163-02;Actions JEP;Actions en faveur de la jeunesse et de l'éducation populaire;MSF Sport, jeunesse et vie associative;Hors Personnel;;;;1ACT1082;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P123;0123-01;Logement;Logement;MOA Outre-mer;Hors Personnel;;;;1ACT877;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P212;0212-57;Prép forces aériennes/RH;"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";MDA Défense;Personnel;;;;1ACT4720;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P193;0193-04-02;ESA;Contribution française à l'Agence spatiale européenne;MRA Recherche et enseignement supérieur;Hors Personnel;17.0;;;1NEX865;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P122;0122-01-08;SECU ETBS SCOL;Programme de sécurité des établissements scolaires;MRC Relations avec les collectivités territoriales;Hors Personnel;17.0;;;1NEX1641;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-07-27;C&C-DNG 3D;Commander et conduire - Géographie numérique;MDA Défense;Hors Personnel;27.0;;;1SSA488;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P169;0169-02-22;Remboursement des réducti;Remboursement des réductions de transport accordées aux invalides;MMB Anciens combattants, mémoire et liens avec la Nation;Hors Personnel;22.0;;;1SSA177;
Dépenses_BG;2023.0;Programme;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P217;217.0;Pilot.ÉcologieDevMob;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;MTA Écologie, développement et mobilité durables;Mixte;;;;1PGM335;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P178;0178-05-85;SCA;Service du commissariat aux armées;MDA Défense;Hors Personnel;;;;1SSA902;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P180;0180-02-10;Modernisation distribut°;Aides à la modernisation : aide à la modernisation de la distribution de la presse quotidienne nationale;MMA Médias, livre et industries culturelles;Hors Personnel;41.0;;;1NEX543;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P147;0147-02;Emploi;Revitalisation économique et emploi;MVA Cohésion des territoires;Hors Personnel;;;;1ACT1137;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P203;0203-42-02;Subvention VNF;Subvention Voies navigables de France (VNF);MTA Écologie, développement et mobilité durables;Hors Personnel;21.0;;;1NEX10994;
Dépenses_BA;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BA;BG00;MIN12 Services du Premier ministre;P623;0623-02-01;Info administrative;Information administrative;MXJ Publications officielles et information administrative;Hors Personnel;;;;1LJ68DUIHJW;
