Nature juridique du bénéficiaire;;;;Rattachement d'un operateur;;Bénéficiaire de la taxe;;Taxe affectée;;;;;;;;;;;Référence juridique;
Secteur;Catégorie d'opérateur ou répartition nature juridique;Catégorie d'opérateur ou nature juridique;Numéro SIREN;Mission;Programme;Code;Libellé;Code;Libellé;Exécution 2018;Plafond 2018;Reversement BG 2018;Exécution 2019;Plafond 2019;Reversement BG 2019;Exécution 2020;Plafond 2020;Reversement BG 2020;Début du plafonnement;Référence juridique
Autres bénéficiaires;Associations;Association déclarée;775683220;;;186;CCCA BTP - Comité de concertation et de coordination de l'apprentissage du bâtiment et des travaux publics;262;PEFPC : Participation au financement de la formation des professions non salariées (BTP) correspondant au minimum à 0,15% au du montant annuel du plafond de la SS;Inexistant en 2018;;;Inexistant en 2019;;;Inexistant en 2020;;;;Art. L. 6331-35 du code du travail et suivant
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;775691744;;;5;CTCPA - Centre technique de la conservation des produits agricoles;8;Taxe pour le développement de l'industrie de la conservation des produits agricoles (CTCPA);2 693 599;2 900 000;0;2 700 000;2 900 000;0;2 750 000;2 900 000;0;LFI 2012;Art. 72 de la LFR 2003
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;130022338;;;9;INPES - Institut national de prévention et d'éducation pour la santé;14;Fraction des Prélèvements sociaux sur les jeux prévus aux art. L137-20 à L137-22 du Code de la sécurité sociale;5 000 000;5 000 000;0;5 000 000;5 000 000;0;5 000 000;5 000 000;0;LFI 2012;Art. L137-24 du Code de la sécurité sociale
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130003262;Administration générale et territoriale de l'État;354 Administration territoriale de l'État;41;ANTS - Agence nationale des titres sécurisés;52;Taxe pour la gestion des certificats d'immatriculation des véhicules;46 100 000;36 200 000;9 900 000;46 400 000;36 200 000;10 200 000;47 200 000;36 200 000;11 000 000;LFR-I 2014 et de la LFI 2015;Art. 1628-0 bis du CGI (art. 135 al. VI de la LFI 2009)
Secteur local;Régions;Région;239730013;;;175;Région de la Guyane;235;Taxe due par les concessionnaires de mines d'or, les amodiataires des concessions de mines d'or et les titulaires de permis et d'autorisations d'exploitation de mines d'or exploitées en Guyane (taxe additionnelle aurifère);0;;;0;;;0;;;;Art. 1599 Quinquies B du CGI
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;149;Personnes publiques ou privées exploitant des aérodromes dont le trafic embarqué ou débarqué s'élève au cours de la dernière année civile connue à plus de 5000 unités de trafic (UDT);201;Taxe d'aéroport;1 038 660 000;;;993 000 000;;;1 000 000 000;;;;Art. 1609 quatervicies du CGI
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;130020621;;;165;Fonds d'indemnisation de la profession d'avoués près les cours d'appel;225;Droit affecté au fonds d’indemnisation de la profession d’avoués près les cours d’appel;28 800 000;;;29 000 000;;;29 000 000;;;;Art. 1635 bis P du CGI (article 54-II de la LFR 2009)
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180067027;Cohésion des territoires;135 Urbanisme, territoires et amélioration de l'habitat;47;ANAH - Agence nationale de l'habitat;67;Taxe annuelle sur les logements vacants;93 860 000;21 000 000;72 860 000;93 860 000;61 000 000;32 860 000;93 860 000;61 000 000;32 860 000;LFI 2012;Art. 232 du CGI (VIII)
Secteur local;Régions;Région;232000018;;;127;Collectivité territoriale de Corse et Conservatoire de l'espace littoral, de 2007 à 2011;168;"Droit annuel de francisation et de navigation en Corse; droit de passeport en Corse";4 460 000;;;4 460 000;;;4 460 000;;;;Art. 222 à 226 et 238 à 240 du Code des douanes
Autres bénéficiaires;Associations;Association déclarée;;;;173;OPCA - Organismes paritaires collecteurs agréés;257;PEFPC : Participation au financement de la formation des professions non salariées (Particuliers employeurs) correspondant au minimum à 0,15% au du montant annuel du plafond de la SS;14 425 312;;;14 930 198;;;15 273 593;;;;Art. L. 6331-57 du code du travail et suivant
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;142;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part départementale;178;Redevances communale et départementale des mines;10 750 000;;;10 750 000;;;10 750 000;;;;Art. 1519 et 1587 du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130006364;Agriculture, alimentation, forêt et affaires rurales;149 Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;3;France Agrimer;18;Taxe sur les produits de la mer;2 282 448;3 977 000;0;Inexistant en 2019;;;Inexistant en 2020;;;;Art. 75 de la LFR 2003
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;794380733;;;184;Etablissement public et foncier de Guadeloupe;20;Taxes spéciales d'équipement;5 900 670;;;5 700 000;;;5 700 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Autres bénéficiaires;Associations;Association déclarée;;;;166;"FONGECIF; organismes paritaires agréés au titre du congé individuel de formation (OPACIF)";226;PEFPC : Financement des congés individuels de formation des salariés sous contrats à durée déterminée CIF-CDD (1% des salaires versés, ou moins en cas d'accord de branche);284 330 166;;;294 281 722;;;301 050 202;;;;Art. L. 6322-37 du Code du travail
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035024;;;99;CNAMTS;101;Contribution due par les laboratoires et les grossistes répartiteurs sur les ventes en gros aux officines pharmaceutiques;283 942 882;;;291 325 518;;;298 608 655;;;;Art. L. 138-1 à L. 138-9-1 du Code de la sécurité sociale
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Mutualité sociale agricole;302990445;;;103;"CCMSA (non salariés-maladie) en 2016; CCMSA (non salariés-RCO) dès 2017";110;Taxe spéciale sur les huiles végétales, fluides ou concrètes, destinées à l'alimentation humaine;131 159 861;;;140 000 000;;;Inexistant en 2020;;;;Art. 1609 vicies du CGI et art. 732-58 du Code rural
Secteur local;Communes;Commune et commune nouvelle;;;;129;Communes;164;Taxes dans le domaine funéraire;6 108 008;;;6 108 008;;;6 108 008;;;;Art. L.2223-22 du Code général des collectivités territoriales
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;;;;8;FSD - Fonds de solidarité pour le développement géré par l'Agence française de développement (AFD);12;Taxe de solidarité sur les billets d'avion;210 000 000;210 000 000;0;210 000 000;210 000 000;0;210 000 000;210 000 000;0;LFI 2014;§ VI de l'art. 302 bis K du CGI
Secteur local;Départements;Département;;;;147;Départements (part départementale);196;Taxe sur les conventions d'assurance;7 295 379 668;;;7 295 379 668;;;7 295 379 668;;;;Art. 1001 du CGI et art. 52 de la LFI 2004
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180046047;Médias, livre et industries culturelles;334 Livre et industries culturelles;10;CNL - Centre national du livre;16;Taxe sur l'édition des ouvrages de librairie;4 526 818;5 300 000;0;Inexistant en 2019;;;Inexistant en 2020;;;;a. de l'art. 1609 undecies et art. 1609 duodecis à quindecies du CGI
Secteur local;Départements;Département;;;;147;Départements (part départementale);200;Taxe départementale des espaces naturels sensibles;14 000 000;;;14 000 000;;;14 000 000;;;;Art L.142-2 à L.142-5 du Code de l'urbanisme - substituée à/c du 1er mars 2012 par la part départementale de la TA
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Mutualité sociale agricole;302990445;;;102;CCMSA (non salariés-maladie);118;Taxe sur les boissons édulcorées;41 785 786;;;29 203 644;;;29 670 902;;;;Art. 1613 quater du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130006372;Agriculture, alimentation, forêt et affaires rurales;149 Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;7;ASP - Agence de services et de paiement;10;Taxe sur la cession à titre onéreux des terrains nus ou des droits relatifs à des terrains nus rendus constructibles du fait de leur classement;23 578 528;12 000 000;11 578 528;19 337 871;12 000 000;7 337 871;23 000 000;12 000 000;11 000 000;LFI 2013 et de la LFR-III 2012;Art. 1605 nonies du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130006372;Agriculture, alimentation, forêt et affaires rurales;149 Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;7;ASP - Agence de services et de paiement;11;Indemnité de défrichement;3 881 005;2 000 000;1 881 005;2 882 299;2 000 000;882 299;4 000 000;2 000 000;2 000 000;LFR-I 2014 et de la LFI 2015;Art. L. 341-6 du Code forestier
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130001316;Écologie, développement et mobilité durables;203 Infrastructures et services de transports;16;EPSF - Etablissement public de sécurité ferroviaire;24;Droit de sécurité;18 397 000;10 200 000;8 197 000;17 534 526;10 200 000;7 334 526;17 534 526;13 200 000;4 334 526;LFI 2012;Art. L2221-6 du Code des transports et art 3.1 de la loi n°2006-10 du 5 janvier 2006 relative à la sécurité et au développement des transports
Autres bénéficiaires;Autres personnes morales de droit privé;Autre personne morale de droit privé;784394561;;;150;FGAO - Fonds de garantie des assurances obligatoires de dommages;208;Contribution des assurés;91 000 000;;;94 000 000;;;94 000 000;;;;Art. L. 421-4 à L. 421-4-2, R. 421-27 et R. 421-28, A. 421-2 et A. 421-3 du Code des assurances
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;487899056;;;72;Etablissement public foncier local de la Savoie;20;Taxes spéciales d'équipement;4 732 398;;;4 800 000;;;4 900 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Autres bénéficiaires;Associations;Association déclarée;;;;173;OPCA - Organismes paritaires collecteurs agréés;233;"PEFPC : Participation des entreprises de 10 salariés et plus au développement de la formation professionnelle continue [1,05 % des rémunérations] (contrats et périodes de professionnalisation - DIF; Plan de formation; hors CIF-CDD)";4 749 459 798;;;4 915 690 891;;;Inexistant en 2020;;;;Art. L. 6331-9 et art. L 6331-14 du Code du travail
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;813493384;;;89;Etablissement public foncier local de Mayenne;20;Taxes spéciales d'équipement;Inexistant en 2018;;;Inexistant en 2019;;;Inexistant en 2020;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;145;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements;189;Versement pour sous-densité;61 951;;;61 951;;;61 951;;;;Art. 28 de la LFR-IV 2010 et art. L.331-35 et suiv. du Code de l'urbanisme
Organismes d'administration centrale ;Opérateurs État;Établissement public national ayant fonction d'administration centrale;180080012;Économie;134 Développement des entreprises et régulations;172;INPI - Institut national de la propriété industrielle;231;Redevances perçues à l'occasion des procédures et formalités en matière de propriété industrielle ainsi que de registre du commerce et des sociétés, établies par divers textes;230 100 000;;;225 100 000;;;229 000 000;;;;Art. R411-10 et R 411-17 du Code de la propriété intellectuelle, art. L611-1 à L615-22 et L411-1 à L411-5 du CPI, décret n° 95-385 du 10 avril 1995 n°81-599 du 15 mai 1981
Secteur local;Communes;Commune et commune nouvelle;;;;141;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part intercommunale;180;Taxe communale sur la consommation finale d'électricité (TCFE);38 850 129;;;38 850 129;;;38 850 129;;;;Art. L.5212-24 et suiv., L.5214-23 et L.5216-8 du Code général des collectivités territoriales
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;;;;116;"CCMSA (non salariés-maladie, non salariés-RCO et salariés), CNAMTS, CNAF, autres régimes de sécurité sociale, CNSA, FCAATA, Fonds CMU-C jusqu'en 2016; CNAMTS et RAVGDT en 2017";134;Droits de consommation sur les tabacs;12 311 414 027;;;12 684 704 405;;;13 087 704 405;;;;Art. L. 575 du CGI, art. L. 131-8 du Code de la sécurité sociale et art. 17 de la LFSS 2014
Organismes d'administration centrale ;Autres personnes morales de droit public dépendant de l'Etat;Service déconcentré de l'État à compétence (inter) régionale;;;;162;Fonds national de compensation de l'énergie éolienne en mer (Communes, Comité national de la pêche, activités maritimes);222;IFER éoliennes;0;;;0;;;0;;;;Art. 1519 B et C du CGI
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;137;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part intercommunale;184;Taxe de ski de fond;1 229 285;;;1 229 285;;;1 229 285;;;;Art. L2333-81 du Code général des collectivités territoriales
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;510194186;;;77;Etablissement public foncier de Nouvelle-Aquitaine;20;Taxes spéciales d'équipement;23 200 000;25 500 000;0;35 000 000;35 000 000;0;35 000 000;35 000 000;0;LFR-I 2014 et de la LFI 2015;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;509631024;;;83;Etablissement public foncier local du Loiret;20;Taxes spéciales d'équipement;2 300 528;;;3 500 000;;;Inexistant en 2020;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur local;Communes;Commune et commune nouvelle;;;;136;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part communale;244;Taxe forfaitaire sur la cession à titre onéreux des terrains nus qui ont été rendus constructibles du fait de leur classement;Inexistant en 2018;;;Inexistant en 2019;;;Inexistant en 2020;;;;Art. 1529 du CGI (modifié par Loi n°2009-323 du 25 mars 2009 de mobilisation pour le logement et la lutte contre l'exclusion - art. 38)
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180046039;Médias, livre et industries culturelles;334 Livre et industries culturelles;37;ANFr - Agence nationale des fréquences;88;Affectation d'une partie du produit de cession de la bande des 700 Mhz;10 000 000;;;Inexistant en 2019;;;Inexistant en 2020;;;;Art. 41 IX de la LFI 2016
Secteur local;Organismes consulaires;Organisme consulaire;;;;32;Chambres de commerce et d'industrie de région (CCI-R);41;TA-CVAE - Taxe additionnelle à la cotisation sur la valeur ajoutée des entreprises pour frais de chambres de commerce et d'industrie de région;262 968 993;226 117 000;36 851 993;262 968 993;226 117 000;36 851 993;262 968 993;226 117 000;36 851 993;LFI 2013 et de la LFR-III 2012;Art. 1600 (III) du CGI
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;135;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre;175;Participation pour non réalisation d'aires de stationnement;949 883;;;949 883;;;949 883;;;;Art. L.123-1-2 et L.332-7-1 du Code de l'urbanisme
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180046039;Médias, livre et industries culturelles;334 Livre et industries culturelles;107;CNC - Centre national du cinéma et de l'image animée;150;TSA - Taxe sur le prix des entrées aux séances organisées par les exploitants d’établissements de spectacles cinématographiques;146 000 000;;;145 504 700;;;145 504 700;;;;Art. L115-1 à L115-5 du Code du cinéma et de l’image animée
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035107;;;123;FSV;227;Contribution sur les abondements des employeurs aux plans d'épargne pour la retraite collectifs;0;;;0;;;0;;;;Art. L. 137-5 du Code de la sécurité sociale
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035024;;;99;CNAMTS;102;Contribution due par les laboratoires sur leurs dépenses de publicité;103 000 000;;;139 000 000;;;121 000 000;;;;Art. L. 245-1 à L. 245-5 du Code de la sécurité sociale
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;493023329;;;75;Etablissement public foncier local de Perpignan-Méditerranée;20;Taxes spéciales d'équipement;4 425 288;;;3 700 000;;;3 700 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035065;;;111;CNAF;127;Prélèvements sur les numéros surtaxés pour les jeux et concours radiodiffusés et télévisés;3 000 000;;;Inexistant en 2019;;;Inexistant en 2020;;;;Art. L. 137-19 du Code de la sécurité sociale
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;142;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part départementale;185;Taxe sur les remontées mécaniques;17 959 684;;;17 959 684;;;17 959 684;;;;Art. L2333-49 à L2333-53 et L3333-4 à L3333-7 du Code général des collectivités territoriales
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035024;;;99;CNAMTS;106;Taxe sur les premières ventes de dispositifs médicaux;42 573 220;;;43 679 898;;;44 771 895;;;;Art. L. 245-5-5-1 du Code de la sécurité sociale
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;;;;126;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";141;Contribution sur les avantages de préretraite d’entreprise;97 742 097;;;77 662 756;;;64 404 928;;;;Art. L. 137-10 du Code de la sécurité sociale
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;532828175;;;86;Etablissement public foncier local d'Agen;20;Taxes spéciales d'équipement;Inexistant en 2018;;;0;;;500 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur local;Régions;Région;;;;177;Régions de la Guadeloupe, de la Martinique, de la Guyane et de la Réunion;240;Droits assimilés au droit d'octroi de mer sur les rhums et spiritueux à base d'alcool de cru;4 032 971;;;4 032 971;;;4 032 971;;;;Art. L 4434-1 du Code général des collectivités territoriales et lois n° 63-778 du 31/07/63 et n° 72-1147 du 23/12/72
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180046039;Médias, livre et industries culturelles;334 Livre et industries culturelles;107;CNC - Centre national du cinéma et de l'image animée;151;TST - Taxe sur les éditeurs et distributeurs de services de télévision - Fraction Editeurs;296 800 000;;;294 616 134;;;294 616 134;;;;Art. L115-6 à L115-13 du Code du cinéma et de l’image animée
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Autre régime de prévoyance sociale;;;;164;FPRNM - Fonds de prévention des risques naturels majeurs;224;Prélèvement sur le produit des primes ou cotisations additionnelles relatives à la garantie contre le risque de catastrophes naturelles;207 000 000;137 000 000;70 000 000;207 000 000;137 000 000;70 000 000;207 000 000;137 000 000;70 000 000;LFR 2017 et LFI 2018;Art 1635 bis AD du CGI et art. L 561-3 du Code de l'environnement
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035024;;;99;CNAMTS;107;Taxe sur les premières ventes de médicaments et produits de santé;0;;;0;;;0;;;;Art. 1600-0 N du CGI
Organismes d'administration centrale ;Opérateurs État;Groupement d'intérêt public (GIP);130025281;Sport, jeunesse et vie associative;219 Sport;51;CNDS - Centre national pour le développement du sport;69;Prélèvement sur les paris sportifs en ligne de la FdJ et des nouveaux opérateurs agréés;229 860 000;73 844 000;156 016 000;232 158 600;71 844 000;160 314 600;234 480 186;71 844 000;162 636 186;LFI 2014;Art. 1609 tricies du CGI et art. 51 de la loi n°2010-476 du 12 mai 2010 relative à l’ouverture à la concurrence et à la régulation du secteur des jeux d’argent et de hasard en ligne
Secteur social ;Organisme mutualiste;Assurance mutuelle agricole;;;;45;CAAA - Caisses d'assurances d'accidents agricoles d'Alsace-Moselle;95;Cotisation au profit des caisses d’assurances d’accidents agricoles d’Alsace-Moselle;2 000 000;;;2 000 000;;;2 000 000;;;;-
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;525046017;;;14;SGP - Société du Grand Paris;266;Taxe sur les surfaces de stationnement;Inexistant en 2018;;;3 000 000;4 000 000;0;4 000 000;4 000 000;0;LFI 2019;Art. 1599 Quater C du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;525046017;;;14;SGP - Société du Grand Paris;22;Imposition forfaitaire sur le matériel roulant circulant sur le réseau de transport ferroviaire et guidé géré par la RATP - IFER-STIF RATP;72 959 148;67 000 000;5 959 148;75 000 000;75 000 000;0;75 000 000;75 000 000;0;LFI 2012;b) du III du A de l'art. 158 de la LFI 2013
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035024;;;99;CNAMTS;133;Fraction de Taxe de solidarité additionnelle (TSA);2 300 500 000;;;2 368 000 000;;;2 394 500 000;;;;Art. L. 862-4 du Code de la sécurité sociale
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;447593104;;;64;Etablissement public foncier local du Dauphiné;20;Taxes spéciales d'équipement;11 833 677;;;11 600 000;;;Inexistant en 2020;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial non doté d'un comptable public;775665599;;;55;AFD - Agence française de développement en 2016 et FSD - Fonds de solidarité pour le développement en 2017;13;Taxe sur les transactions financières - fraction affectée de la ressource État;270 000 000;270 000 000;0;Inexistant en 2019;;;Inexistant en 2020;;;;Art. 43 de la LFI 2016, art .235 ter ZD du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130020464;Cohésion des territoires;135 Urbanisme, territoires et amélioration de l'habitat;46;ANCOLS - Agence nationale de contrôle du logement social;65;Prélèvement sur la participation des employeurs à l'effort de construction (PEEC);6 450 000;6 450 000;0;6 450 000;6 450 000;0;6 450 000;6 450 000;0;LFR-I 2014 et de la LFI 2015;1° de l’article L. 342-21 du Code de la construction et de l’habitation
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130002702;Agriculture, alimentation, forêt et affaires rurales;149 Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;2;INAO - Institut national de l'origine et de la qualité;3;Droit sur les produits bénéficiant d'une appellation d'origine ou d'une indication géographique protégée (INAO);6 587 454;7 500 000;0;6 950 448;7 500 000;0;Inexistant en 2020;;;LFI 2012;Art. L642-13 du Code rural et de la pêche maritime
Secteur local;Communes;Commune et commune nouvelle;;;;138;Communes et départements (part communale);177;Redevance proportionnelle sur l'énergie hydraulique;1 923 141;;;1 923 141;;;1 923 141;;;;Loi du 16 octobre 1919
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère industriel ou commercial doté d'un comptable public;;Médias, livre et industries culturelles;334 Livre et industries culturelles;11;CNV - Centre national de la chanson, des variétés et du jazz;92;Taxe sur les spectacles de variétés;50 000 000;50 000 000;0;50 000 000;50 000 000;0;42 500 000;50 000 000;0;LFI 2012;Art. 76 de la LFR 2003
Organismes d'administration centrale ;Opérateurs État;Groupement d'intérêt public (GIP);130025281;Sport, jeunesse et vie associative;219 Sport;51;CNDS - Centre national pour le développement du sport;70;Prélèvement sur les jeux exploités par la FdJ hors paris sportifs;91 998 000;34 600 000;57 398 000;101 197 800;34 600 000;66 597 800;111 317 580;34 600 000;76 717 580;LFI 2012;1er alinéa de l'art. 1609 novovicies du CGI et art. 79 de la LFI 2011
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;775649726;;;29;CTC - Comité professionnel de développement Cuir, Chaussure, Maroquinerie;37;Taxe pour le développement des industries du cuir, de la maroquinerie, de la ganterie et de la chaussure;17 398 310;13 250 000;4 148 310;14 430 000;12 430 000;2 000 000;14 430 000;12 430 000;2 000 000;LFI 2012;Art. 71 B de la LFR 2003 modifié par l'art. 44 de la LFI 2005
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180035024;;;99;CNAMTS;108;Taxe sur les boissons énergisantes;514 677;;;519 823;;;528 141;;;;Art. 1613 bis A du CGI
Secteur local;Départements;Département;;;;147;Départements (part départementale);198;Taxe départementale additionnelle à certains droits d'enregistrement;136 670 359;;;136 670 359;;;136 670 359;;;;Art. 1595 du CGI
Secteur local;Communes;Commune et commune nouvelle;;;;140;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part communale;180;Taxe communale sur la consommation finale d'électricité (TCFE);879 477 423;;;879 477 423;;;879 477 423;;;;Art. L2333-2 et suiv. du Code général des collectivités territoriales (modifiés par le I de l’art. 23 de la loi n° 2010-1488 dite « NOME »)
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime spécial de Sécurité Sociale;784275919;;;98;CNBF - Caisse nationale des barreaux français;98;Contribution équivalente aux droits de plaidoirie;78 000 000;;;81 000 000;;;81 000 000;;;;Art. L. 723-3 du Code de la sécurité sociale
Organismes d'administration centrale ;Autres personnes morales de droit public dépendant de l'Etat;Autorité administrative indépendante;130011257;;;39;ACPR - Autorité de contrôle prudentiel et de résolution;49;Contributions pour frais de contrôle;197 900 000;195 000 000;2 900 000;205 247 000;195 000 000;10 247 000;209 354 000;195 000 000;14 354 000;LFI 2014;Art. L612-20 du Code monétaire et financier (créé par l'art.1 de l'ordonnance n°2010-76 du 21 janvier 2010)
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Mutualité sociale agricole;302990445;;;101;CCMSA - non salariés branche vieillesse;109;Cotisation spéciale sur les boissons alcooliques;726 308 658;;;700 561 016;;;713 634 682;;;;Art. L. 245-7 du Code de la sécurité sociale et art. L. 731-3 du Code rural et de la pêche maritime
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130017791;Écologie, développement et mobilité durables;203 Infrastructures et services de transports;13;VNF - Voies navigables de France;19;"Taxe sur les titulaires d'ouvrages de prise d'eau, rejet d'eau ou autres ouvrages hydrauliques destinés à prélever ou à évacuer des volumes d'eau, dite ""taxe hydraulique""";112 900 000;127 800 000;0;127 500 000;127 500 000;0;Inexistant en 2020;;;LFI 2012;L4316-3 du Code des transports et art. 124 de la LFI 1991
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180046047;Médias, livre et industries culturelles;334 Livre et industries culturelles;10;CNL - Centre national du livre;15;Taxe sur les appareils de reproduction ou d'impression;23 349 628;29 400 000;0;Inexistant en 2019;;;Inexistant en 2020;;;;de l'art. 1609 undecies et art. 1609 duodecies à quindecies du CGI
Autres bénéficiaires;Associations;Association déclarée;;;;173;OPCA - Organismes paritaires collecteurs agréés;259;PEFPC : Participation au financement de la formation des intermittents correspondant au minimum à 2% des rémunérations versées;28 566 006;;;29 565 816;;;30 245 830;;;;Art. L. 6331-55 du code du travail et suivant
