Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF 2023;AE Hors T2 PLF 2023;CP T2 PLF 2023;CP Hors T2 PLF 2023;AE T2 Amendements 2023;AE Hors T2 Amendements 2023;CP T2 Amendements 2023;CP Hors T2 Amendements 2023;AE T2 LFI 2023;AE Hors T2 LFI 2023;AE (T2 + Hors T2) LFI  2023;CP T2 LFI 2023;CP Hors T2 LFI 2023;CP (T2 + Hors T2) LFI  2023;check LFI positive pour le croisement action/sous-action catégorie de cette ligne;"check
 AE = CP en T2"
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;07;Pilotage, support, audit et évaluations;;;23.0;4.0;23.0;Transition écologique et cohésion des territoires;12701736.0;0.0;12701736.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;05;Systèmes d'information, d'administration et de gestion;;;31.0;4.0;70.0;Armées;0.0;119221303.0;0.0;111746012.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Plan de relance;PR;BG;362.0;Écologie;01;Rénovation énergétique;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;0.0;0.0;33966658.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";05;Service du commissariat des armées;21.0;4.0;70.0;Armées;851702241.0;0.0;851702241.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Investir pour la France de 2030;AV;BG;423.0;Accélération de la modernisation des entreprises;01;Soutien à l'innovation collaborative;;;62.0;4.0;12.0;Services du Premier ministre;0.0;0.0;0.0;21250000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Financement des aides aux collectivités pour l'électrification rurale;YK;CAS;793.0;Électrification rurale;03;Renforcement des réseaux;;;64.0;4.0;43.0;Transition énergétique;0.0;170000000.0;0.0;170000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;150.0;Formations supérieures et recherche universitaire;03;Formation initiale et continue de niveau doctorat;;;64.0;4.0;38.0;Enseignement supérieur et recherche;0.0;5863093.0;0.0;5863093.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sport, jeunesse et vie associative;SF;BG;163.0;Jeunesse et vie associative;04;Développement du service civique;;;32.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;518796356.0;0.0;518796356.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;308.0;Protection des droits et libertés;05;Contrôleur général des lieux de privation de liberté;;;22.0;4.0;12.0;Services du Premier ministre;1525262.0;0.0;1525262.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;09;Engagement et combat;84;Opérer en milieu hostile - MAST-F;51.0;4.0;70.0;Armées;0.0;0.0;0.0;62021571.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;27;Commission de régulation de l'énergie (CRE);;;23.0;4.0;23.0;Transition écologique et cohésion des territoires;53835.0;0.0;53835.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;230.0;Vie de l'élève;04;Action sociale;;;61.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;803105557.0;0.0;803105557.0;0.0;-565000.0;0.0;-565000.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;02;Activité normative;;;22.0;4.0;10.0;Justice;10420767.0;0.0;10420767.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;143.0;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;23.0;4.0;3.0;Agriculture et souveraineté alimentaire;5242403.0;0.0;5242403.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;156.0;Gestion fiscale et financière de l'État et du secteur public local;03;Fiscalité des particuliers et fiscalité directe locale;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;114823000.0;0.0;109523000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Plan de relance;PR;BG;362.0;Écologie;06;Mer;;;62.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;0.0;0.0;43997250.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;139.0;Enseignement privé du premier et du second degrés;02;Enseignement élémentaire;;;22.0;4.0;6.0;Éducation nationale et  jeunesse;402233507.0;0.0;402233507.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;162.0;Interventions territoriales de l'État;08;Volet territorialisé du plan national d'action chlordécone;;;31.0;4.0;12.0;Services du Premier ministre;0.0;818580.0;0.0;918040.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;111.0;Amélioration de la qualité de l'emploi et des relations du travail;01;Santé et sécurité au travail;;;64.0;4.0;36.0;Travail, plein emploi et insertion;0.0;3750000.0;0.0;4050000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Culture;CB;BG;131.0;Création;02;Soutien à la création, à la production et à la diffusion des arts visuels;;;32.0;4.0;2.0;Culture;0.0;47452353.0;0.0;47452353.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sport, jeunesse et vie associative;SF;BG;163.0;Jeunesse et vie associative;02;Actions en faveur de la jeunesse et de l'éducation populaire;;;31.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;1795750.0;0.0;1795750.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;193.0;Recherche spatiale;02;Développement de la technologie spatiale au service de l'observation de la terre;;;64.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;163842827.0;0.0;163842827.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;302.0;Facilitation et sécurisation des échanges;05;Fiscalité douanière, énergétique et environnementale;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;70084439.0;0.0;70084439.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion du patrimoine immobilier de l'État;YB;CAS;723.0;Opérations immobilières et entretien des bâtiments de l'État;11;Opérations structurantes et cessions;;;51.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;240000000.0;0.0;135000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;181.0;Prévention des risques;11;Gestion de l'après-mine et travaux de mise en sécurité, indemnisations et expropriations sur les sites;;;32.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;30706074.0;0.0;30706074.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;214.0;Soutien de la politique de l'éducation nationale;09;Certification;;;23.0;4.0;6.0;Éducation nationale et  jeunesse;4424170.0;0.0;4424170.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;10;Politiques RH transverses;;;64.0;4.0;10.0;Justice;0.0;280000.0;0.0;280000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;178.0;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;14;Systèmes d'information et de communication;51.0;4.0;70.0;Armées;0.0;265815014.0;0.0;248486725.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;63;Restructurations - RH;01;Restructurations Personnels civils;23.0;4.0;70.0;Armées;6891822.0;0.0;6891822.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Investir pour la France de 2030;AV;BG;424.0;Financement des investissements stratégiques;03;Démonstration en conditions réelles, amorçage et premières commerciales;;;62.0;4.0;12.0;Services du Premier ministre;0.0;0.0;0.0;220000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;129.0;Coordination du travail gouvernemental;15;Mission interministérielle de lutte contre les drogues et les conduites addictives;;;64.0;4.0;12.0;Services du Premier ministre;0.0;11375475.0;0.0;11375475.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Conseil et contrôle de l'État;CA;BG;164.0;Cour des comptes et autres juridictions financières;24;Evaluation des politiques publiques;;;22.0;4.0;12.0;Services du Premier ministre;13285813.0;0.0;13285813.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;59;"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Surcoûts liés aux opérations intérieures;21.0;4.0;70.0;Armées;100000000.0;0.0;100000000.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;218.0;Conduite et pilotage des politiques économiques et financières;08;Accompagnement du changement de l'action publique;;;22.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;880583.0;0.0;880583.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Plan de relance;PR;BG;363.0;Compétitivité;04;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;0.0;0.0;30000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;178.0;Préparation et emploi des forces;02;Préparation des forces terrestres;08;Environnement opérationnel des forces terrestres;31.0;4.0;70.0;Armées;0.0;99868934.0;0.0;116033970.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;182.0;Protection judiciaire de la jeunesse;04;Formation;;;31.0;4.0;10.0;Justice;0.0;11080482.0;0.0;11500979.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;60;"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";;;21.0;4.0;70.0;Armées;293089609.0;0.0;293089609.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sport, jeunesse et vie associative;SF;BG;219.0;Sport;02;Développement du sport de haut niveau;;;62.0;4.0;42.0;Sports et jeux olympiques et paralympiques;0.0;271914.0;0.0;329547.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;103.0;Accompagnement des mutations économiques et développement de l'emploi;04;Plan d'investissement des compétences;;;63.0;4.0;36.0;Travail, plein emploi et insertion;0.0;810000000.0;0.0;541273587.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;139.0;Enseignement privé du premier et du second degrés;08;Actions sociales en faveur des élèves;;;61.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;86154891.0;0.0;86154891.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;205.0;Affaires maritimes, pêche et aquaculture;01;Surveillance et sûreté maritimes;;;64.0;4.0;12.0;Services du Premier ministre;0.0;11486170.0;0.0;11486170.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;205.0;Affaires maritimes, pêche et aquaculture;07;Pêche et aquaculture;;;31.0;4.0;12.0;Services du Premier ministre;0.0;15203639.0;0.0;15683688.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";02;Organismes interarmées à vocation opérationnelle;22.0;4.0;70.0;Armées;111297101.0;0.0;111297101.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;02;Sécurité et paix publiques;01;Sécurité et paix publiques - Administration centrale et cabinets;22.0;4.0;9.0;Intérieur et outre-mer;57545875.0;0.0;57545875.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Outre-mer;OA;BG;123.0;Conditions de vie outre-mer;01;Logement;;;63.0;4.0;9.0;Intérieur et outre-mer;0.0;36015095.0;0.0;27256290.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;103.0;Accompagnement des mutations économiques et développement de l'emploi;03;Développement de l'emploi;02;Promotion de l'activité;31.0;4.0;36.0;Travail, plein emploi et insertion;0.0;2000000.0;0.0;2000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;231.0;Vie étudiante;01;Aides directes;;;32.0;4.0;38.0;Enseignement supérieur et recherche;0.0;35016514.0;0.0;35016514.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Investir pour la France de 2030;AV;BG;425.0;Financement structurel des écosystèmes d'innovation;02;Aides à l'innovation « bottom-up » (subventions et prêts);;;62.0;4.0;12.0;Services du Premier ministre;0.0;262500000.0;0.0;528128199.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;107.0;Administration pénitentiaire;04;Soutien et formation;;;22.0;4.0;10.0;Justice;127284469.0;0.0;127284469.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;140.0;Enseignement scolaire public du premier degré;01;Enseignement pré-élémentaire;;;23.0;4.0;6.0;Éducation nationale et  jeunesse;29605793.0;0.0;29605793.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;09;Engagement et combat;88;Opérer en milieu hostile - missile moyenne portée MMP;31.0;4.0;70.0;Armées;0.0;176500000.0;0.0;15136179.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;308.0;Protection des droits et libertés;10;Haute autorité pour la transparence de la vie publique;;;22.0;4.0;12.0;Services du Premier ministre;1996899.0;0.0;1996899.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;107.0;Administration pénitentiaire;04;Soutien et formation;;;21.0;4.0;10.0;Justice;186202096.0;0.0;186202096.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;134.0;Développement des entreprises et régulations;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);;;52.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;625000.0;0.0;655000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;156.0;Gestion fiscale et financière de l'État et du secteur public local;08;Gestion des fonds déposés;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;30357422.0;0.0;30357422.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Remboursements et dégrèvements;RD;BG;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);12;Remboursements et dégrèvements liées à des politiques publiques;10;Crédit d'impôt contemporain - Services aux particuliers;64.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;2526280297.0;0.0;2526280297.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;216.0;Conduite et pilotage des politiques de l'intérieur;08;Immigration, asile et intégration;;;23.0;4.0;9.0;Intérieur et outre-mer;116942.0;0.0;116942.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Action extérieure de l'État;AA;BG;105.0;Action de la France en Europe et dans le monde;02;Action européenne;;;21.0;4.0;1.0;Europe et affaires étrangères;9320086.0;0.0;9320086.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;162.0;Interventions territoriales de l'État;12;Service d'incendie et de secours à Wallis-et-Futuna;;;64.0;4.0;12.0;Services du Premier ministre;0.0;2158091.0;0.0;2158025.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;06;Commandement, ressources humaines et logistique;08;Soutien (autres dépenses) - Administration centrale et cabinets;21.0;4.0;9.0;Intérieur et outre-mer;1388639171.0;0.0;1388639171.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Agriculture, alimentation, forêt et affaires rurales;AC;BG;206.0;Sécurité et qualité sanitaires de l'alimentation;04;Actions transversales;;;32.0;4.0;3.0;Agriculture et souveraineté alimentaire;0.0;71380846.0;0.0;71380846.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;02;Activité normative;;;23.0;4.0;10.0;Justice;131590.0;0.0;131590.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Crédits non répartis;PC;BG;552.0;Dépenses accidentelles et imprévisibles;01;Dépenses accidentelles et imprévisibles;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;2074000000.0;0.0;1774000000.0;0.0;-700000000.0;0.0;-700000000.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Contrôle de la circulation et du stationnement routiers;YE;CAS;751.0;Structures et dispositifs de sécurité routière;02;Centre national de traitement;;;53.0;4.0;9.0;Intérieur et outre-mer;0.0;15000000.0;0.0;15000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;142.0;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;22.0;4.0;3.0;Agriculture et souveraineté alimentaire;101858379.0;0.0;101858379.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;147.0;Politique de la ville;04;Rénovation urbaine et amélioration du cadre de vie;;;64.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;15000000.0;0.0;15000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;156.0;Gestion fiscale et financière de l'État et du secteur public local;05;Gestion financière de l'État hors fiscalité;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;435918126.0;0.0;435918126.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;08;Personnels œuvrant pour les politiques de transport;;;21.0;4.0;23.0;Transition écologique et cohésion des territoires;375494667.0;0.0;375494667.0;0.0;-4372219.0;0.0;-4372219.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;162.0;Interventions territoriales de l'État;04;Plans d'investissement pour la Corse;;;64.0;4.0;12.0;Services du Premier ministre;0.0;50000000.0;0.0;30652138.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;166.0;Justice judiciaire;06;Soutien;;;22.0;4.0;10.0;Justice;208539785.0;0.0;208539785.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;207.0;Sécurité et éducation routières;02;Démarches interministérielles et communication;;;64.0;4.0;9.0;Intérieur et outre-mer;0.0;3457241.0;0.0;3457241.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Contrôle de la circulation et du stationnement routiers;YE;CAS;751.0;Structures et dispositifs de sécurité routière;02;Centre national de traitement;;;32.0;4.0;9.0;Intérieur et outre-mer;0.0;74811893.0;0.0;74811893.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Agriculture, alimentation, forêt et affaires rurales;AC;BG;215.0;Conduite et pilotage des politiques de l'agriculture;01;Moyens de l'administration centrale;;;23.0;4.0;3.0;Agriculture et souveraineté alimentaire;1107865.0;0.0;1107865.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;230.0;Vie de l'élève;03;Inclusion scolaire des élèves en situation de handicap;;;31.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;31916124.0;0.0;31916124.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Agriculture, alimentation, forêt et affaires rurales;AC;BG;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;26;Gestion durable de la forêt et développement de la filière bois;;;64.0;4.0;3.0;Agriculture et souveraineté alimentaire;0.0;7842865.0;0.0;7873883.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;28;Commander et conduire - Autres opérations;51.0;4.0;70.0;Armées;0.0;17552555.0;0.0;32928607.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;162.0;Interventions territoriales de l'État;02;Eau - Agriculture en Bretagne;;;62.0;4.0;12.0;Services du Premier ministre;0.0;50000.0;0.0;337542.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;174.0;Énergie, climat et après-mines;03;Aides à l'acquisition de véhicules propres;;;31.0;4.0;43.0;Transition énergétique;0.0;10000000.0;0.0;10000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;308.0;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés;;;23.0;4.0;12.0;Services du Premier ministre;338404.0;0.0;338404.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;135.0;Urbanisme, territoires et amélioration de l'habitat;03;Lutte contre l'habitat indigne;;;62.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;2750000.0;0.0;2750000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;139.0;Enseignement privé du premier et du second degrés;10;Formation des personnels enseignants;;;22.0;4.0;6.0;Éducation nationale et  jeunesse;31982886.0;0.0;31982886.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;152.0;Gendarmerie nationale;01;Ordre et sécurité publics;02;Ordre et sécurité publics -  administration centrale et cabinet;21.0;4.0;9.0;Intérieur et outre-mer;9695640.0;0.0;9695640.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;172.0;Recherches scientifiques et technologiques pluridisciplinaires;16;Recherches scientifiques et technologiques en sciences et techniques de l'information;;;32.0;4.0;38.0;Enseignement supérieur et recherche;0.0;1076236870.0;0.0;1076236870.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;193.0;Recherche spatiale;02;Développement de la technologie spatiale au service de l'observation de la terre;;;32.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;196616549.0;0.0;196616549.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sport, jeunesse et vie associative;SF;BG;219.0;Sport;03;Prévention par le sport et protection des sportifs;;;21.0;4.0;42.0;Sports et jeux olympiques et paralympiques;3862837.0;0.0;3862837.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;141.0;Enseignement scolaire public du second degré;07;Aide à l'insertion professionnelle;;;22.0;4.0;6.0;Éducation nationale et  jeunesse;23213489.0;0.0;23213489.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Transformation et fonction publiques;TR;BG;148.0;Fonction publique;03;Appui et innovation des ressources humaines;;;31.0;4.0;50.0;Transformation et fonction publiques;0.0;27411836.0;0.0;27613530.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;09;Action informatique ministérielle;;;23.0;4.0;10.0;Justice;160876.0;0.0;160876.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Pouvoirs publics;PB;BG;501.0;Présidence de la République;01;Présidence de la République;;;10.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;110459700.0;0.0;110459700.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
