Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege
SSA;BG;182-04-02;;;Ecole nationale de Protection judiciaire de la jeunesse - pôles territoriaux de formation;ENPJJ - PTF
SSA;BG;182-04-03;;;Formation  - hors Ecole nationale de Protection judiciaire de la jeunesse;Autres formations
PGM;BG;310;JA;10;Conduite et pilotage de la politique de la justice;Pilot.Justice
ACT;BG;310-01;;;État major;État major
ACT;BG;310-02;;;Activité normative;Activité normative
ACT;BG;310-03;;;Évaluation, contrôle, études et recherche;Éval. contl. étud.recher.
SSA;BG;310-03-01;;;"Personnel concourant à l'action ""évaluation, contrôle, études et recherche""";T2 Eval. Contl.étud.rech.
SSA;BG;310-03-02;;;Etudes, statistiques et recherche (hors personnel);Eval.Contl.étud.rech.HT2 
ACT;BG;310-04;;;Gestion de l'administration centrale;Gestion Adm. Centrale
SSA;BG;310-04-01;;;"Personnel concourant à l'action ""gestion de l'administration centrale""";T2 Gestion Adm. Centrale
SSA;BG;310-04-02;;;Charges immobilières;Charges immobilières
SSA;BG;310-04-03;;;Communication;Communication
SSA;BG;310-04-04;;;Formation des personnels de l'administration centrale;Formation personnels AC
SSA;BG;310-04-07;;;Réparations civiles;Réparations civiles
SSA;BG;310-04-09;;;Fonctionnement de l'administration centrale - autre dépenses; Fonct. & autres dép. AC
ACT;BG;310-09;;;Action informatique ministérielle;Action informatique min.
SSA;BG;310-09-01;;;"Personnel concourant à l'action ""Politique informatique""";T2 Action informat. min.
SSA;BG;310-09-02;;;Politique informatique et maintenance du parc;Informatique maintenance 
SSA;BG;310-09-03;;;Politique informatique - réalisation de nouveaux projets;Informatique nvx projets.
ACT;BG;310-10;;;Politiques RH transverses;Action sociale min.
SSA;BG;310-10-01;;;"Personnel concourant à l'action ""Action sociale ministérielle """;T2 Action sociale. min.
SSA;BG;310-10-02;;;Action sociale;Action sociale
SSA;BG;310-10-03;;;Action en faveur des personnels handicapés;Personnels handicapés
SSA;BG;310-10-04;;;Autres politiques transverses;Autres pol. transverses
ACT;BG;310-99;;;Dépenses de personnel du programme à reventiler;Dépenses de personnel du 
PGM;BG;335;JA;10;Conseil supérieur de la magistrature;CSM
ACT;BG;335-01;;;Conseil supérieur de la magistrature;CSM
MSN;BG;MA; ;;;MédiasLivreIndCult
PGM;BG;180;MA;02;Presse et médias;Presse et médias
ACT;BG;180-01;;;Relations financières avec l'AFP;Relations fin. avec AFP
SSA;BG;180-01-01;;;Abonnement de l'Etat à l'AFP;Abonnement Etat à AFP
SSA;BG;180-01-02;;;Compensation des missions d'intérêt général de l'AFP;Compensation MIG de l'AFP
ACT;BG;180-02;;;Aides à la presse;Aides à la presse
SSA;BG;180-02-01;;;Aides à la diffusion : aide au transport postal de la presse;Diffusion: aide postale
SSA;BG;180-02-04;;;aide au pluralisme de la presse périodique régionale et locale;Pluralisme: aide à la PPR
SSA;BG;180-02-05;;;Aides à la diffusion : aide au portage de la presse;Diffusion: aide portage
SSA;BG;180-02-07;;;Aides au pluralisme : aide aux publications d'information politique et générale à faibles ressources publicitaires;Pluralisme: aide PFRP
SSA;BG;180-02-08;;;Aides au pluralisme : aide aux quotidiens régionaux, départementaux et locaux d'information politique et générale à faibles ressources de petites annonces;Pluralisme: aide QFRPA
SSA;BG;180-02-09;;;Aides à la modernisation : aide à la modernisation sociale de la presse quotidienne d'information politique et générale;Modernisation sociale
SSA;BG;180-02-10;;;Aides à la modernisation : aide à la modernisation de la distribution de la presse quotidienne nationale;Modernisation distribut°
SSA;BG;180-02-11;;;Aides à la modernisation : aide à la modernisation des diffuseurs;Modernisation diffuseurs
SSA;BG;180-02-15;;;Aides à la diffusion : exonération des charges patronales pour les vendeurs-colporteurs et porteurs de presse;Diffusion: exoné. charges
SSA;BG;180-02-16;;;Fonds stratégique pour le développement de la presse;FSDP
SSA;BG;180-02-17;;;Fonds de soutien à l'émergence et à l'innovation dans la presse;Fonds de soutien à l'émer
SSA;BG;180-02-18;;;Aides au pluralisme : aide au pluralisme des titres ultra-marins;Aide pluralisme titres OM
SSA;BG;180-02-19;;;Aides au pluralisme : aide aux services de presse en ligne;Aides pluralisme SPEL
ACT;BG;180-05;;;Soutien aux médias de proximité;Soutien aux médias de pro
SSA;BG;180-05-01;;;Soutien aux médias de proximité;Soutien aux médias de pro
ACT;BG;180-06;;;Soutien à l'expression radiophonique locale;Soutien à l'expression ra
SSA;BG;180-06-01;;;Soutien à l'expression radiophonique locale;Soutien à l’expression ra
SSA;BG;180-06-02;;;Fonction support;Fonction support
ACT;BG;180-07;;;Compagnie internationale de radio et télévision (CIRT);Compagnie internationale 
SSA;BG;180-07-01;;;Compagnie internationale de radio et télévision (CIRT);Compagnie internationale 
PGM;BG;334;MA;02;Livre et industries culturelles;Livre et lecture
ACT;BG;334-01;;;Livre et lecture;Livre et lecture
SSA;BG;334-01-01;;;Bibliothèque nationale de France;BnF
SSA;BG;334-01-02;;;Quadrilatère Richelieu;Quadrilatère Richelieu
SSA;BG;334-01-03;;;Développement de la lecture et des collections;Dvpt lecture collections
SSA;BG;334-01-04;;;Edition, librairie et professions du livre;Économie du livre
ACT;BG;334-02;;;Industries culturelles;Industries culturelles
SSA;BG;334-02-01;;;Soutien dans le domaine de la musique enregistrée;Musique enregistrée
SSA;BG;334-02-02;;;Soutien dans le domaine du cinéma;Soutien cinéma
SSA;BG;334-02-03;;;Haute autorité pour la diffusion des oeuvres et la protection des droits sur internet (HADOPI);HADOPI
SSA;BG;334-02-04;;;Entrepreneuriat culturel;Entrepreneuriat culturel
SSA;BG;334-02-05;;;Centre national de la musique;CNM
SSA;BG;334-02-06;;;Soutien dans le domaine du cinéma;Soutien cinéma
MSN;BG;OA; ;;;Outre-mer
PGM;BG;123;OA;44;Conditions de vie outre-mer;CondVieOutre-mer
ACT;BG;123-01;;;Logement;Logement
SSA;BG;123-01-01;;;Logement social - Construction de logements locatifs sociaux;Logement social - Constru
SSA;BG;123-01-02;;;Logement social - Accession à la propriété;Logement social - Accessi
SSA;BG;123-01-03;;;Logement social - Amélioration du parc locatif social;Logement social - Amélior
SSA;BG;123-01-04;;;Logement social - Amélioration du parc privé;Logement social - Amélior
SSA;BG;123-01-05;;;Logement social - Aide exceptionnelle de l'Etat prévue par l'article 3 de la Loi du 30/12/1996;Logement social - Aide ex
SSA;BG;123-01-06;;;Logement social - Etudes et manifestations;Logement social - Etudes 
SSA;BG;123-01-07;;;Accompagnement des politiques urbaines d'aménagement (hors CPER);Accompagnement des politi
SSA;BG;123-01-08;;;Accompagnement des politiques urbaines d'aménagement (CPER);Accompagnement des politi
SSA;BG;123-01-12;;;Résorption de l'habitat insalubre (hors CPER);Résorption de l'habitat i
SSA;BG;123-01-16;;;Plan de relance 2009 - Logement;Plan de relance - Logemen
ACT;BG;123-02;;;Aménagement  du territoire;Aménagement  du territoir
SSA;BG;123-02-02;;;Contrats en cours;Contrats en cours
SSA;BG;123-02-03;;;Anciennes générations de contrats;Anciennes générations de 
SSA;BG;123-02-04;;;Autres interventions non contractualisé;Autres interventions non 
ACT;BG;123-03;;;Continuité territoriale;Continuité territoriale
SSA;BG;123-03-02;;;Fonds de continuité territoriale;Fonds de continuité terri
SSA;BG;123-03-03;;;Fonds d'échanges éducatifs, culturels et sportifs;Fonds d'échanges éducatif
SSA;BG;123-03-04;;;Désenclavement  - Desserte aérienne et maritime (hors CPER);Désenclavement  - Dessert
ACT;BG;123-04;;;Sanitaire, social, culture, jeunesse et sports;Sanitaire, social, cultur
SSA;BG;123-04-01;;;Aides sociales;Aides sociales
SSA;BG;123-04-02;;;Actions sanitaires et sociales;Actions sanitaires et soc
SSA;BG;123-04-04;;;Agence de santé de Wallis-et-Futuna;Agence de santé de Wallis
SSA;BG;123-04-05;;;Protection sociale;Protection sociale
SSA;BG;123-04-06;;;Culture, jeunesse et sports;Culture, jeunesse et spor
ACT;BG;123-06;;;Collectivités territoriales;Collectivités territorial
SSA;BG;123-06-05;;;Programmes prioritaires ciblés - Réforme de l'état-civil à Mayotte;Programmes prioritaires c
SSA;BG;123-06-06;;;Programmes prioritaires ciblés -  Dotation de 1er numérotage;Programmes prioritaires c
SSA;BG;123-06-11;;;Dotations de rattrapage et d'aide au développement;Dotations de rattrapage e
SSA;BG;123-06-12;;;Dotations de rattrapage et d'aide au développement aide à la reconversion de l'économie polynésienne;Dotations de rattrapage e
SSA;BG;123-06-13;;;Travaux divers d'intérêt local;Travaux divers d’intérêt 
SSA;BG;123-06-14;;;Subventions d'équilibre;Subventions d’équilibre
SSA;BG;123-06-16;;;Actions d'urgence et de solidarité nationale suite aux calamités et actions de défense civile;Actions d'urgence et de s
SSA;BG;123-06-19;;;Moyens de sécurité civile;Moyens de sécurité civile
SSA;BG;123-06-20;;;Lutte contre l'orpaillage clandestin en Guyane;Lutte contre l'orpaillage
ACT;BG;123-07;;;Insertion économique et coopération régionales;Insertion économique et c
SSA;BG;123-07-01;;;Intégration des collectivités d'outre-mer dans leur environnement régional;Intégration des collectiv
SSA;BG;123-07-02;;;Défense des intérêts des collectivités d'outre-mer dans le cadre international;Défense des intérêts des 
ACT;BG;123-08;;;Fonds exceptionnel d'investissement;Fonds exceptionnel d'inve
SSA;BG;123-08-01;;;Fonds exceptionnel d'investissement;Fonds exceptionnel d'inve
SSA;BG;123-08-02;;;Plan de relance 2009 - Fonds exceptionnel d'investissement;Plan de relance - Fonds e
ACT;BG;123-09;;;Appui à l'accès aux financements bancaires;Appui à l'accès aux finan
SSA;BG;123-09-01;;;Agence française de développement (AFD) - Bonification d'intérêts;Agence française de dével
SSA;BG;123-09-02;;;Fonds de garantie agriculture et pêche;Fonds de garantie agricul
PGM;BG;138;OA;44;Emploi outre-mer;Emploi outre-mer
ACT;BG;138-01;;;Soutien aux entreprises;Soutien aux entreprises
SSA;BG;138-01-01;;;Abaissement du coût du travail - Exonération de cotisations sociales;Abaissement du coût du tr
SSA;BG;138-01-02;;;Abaissement du coût du fret;Abaissement du coût du fr
SSA;BG;138-01-03;;;Autres aides aux entreprises;Autres aides aux entrepri
ACT;BG;138-02;;;Aide à l'insertion et à la qualification professionnelle;Aide à l'insertion et à l
SSA;BG;138-02-11;;;Aides à l'insertion et à l'emploi dans les collectivités d'outre-mer;Aides à l'insertion et à 
SSA;BG;138-02-17;;;Accompagnement, évaluations et dialogue social;Accompagnement, évaluatio
SSA;BG;138-02-18;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - Commandement du SMA;Aides à la qualification 
SSA;BG;138-02-19;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - Détachement du SMA Périgueux;Aides à la qualification 
SSA;BG;138-02-20;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Guadeloupe;Aides à la qualification 
SSA;BG;138-02-21;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Guyane;Aides à la qualification 
SSA;BG;138-02-23;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Martinique;Aides à la qualification 
SSA;BG;138-02-24;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - BSMA Mayotte;Aides à la qualification 
SSA;BG;138-02-25;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi -RSMA Nouvelle-Calédonie;Aides à la qualification 
SSA;BG;138-02-26;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Polynésie Française;Aides à la qualification 
SSA;BG;138-02-27;;;Aides à la qualification professionnelle et à l'adaptation à l'emploi - RSMA Réunion;Aides à la qualification 
SSA;BG;138-02-30;;;Passeport mobilité formation professionnelle;Passeport mobilité format
SSA;BG;138-02-31;;;Formation en mobilité: subventions;Formation en mobilité: su
ACT;BG;138-03;;;Pilotage des politiques des outre-mer;Pilotage des politiques d
ACT;BG;138-04;;;Financement de l'économie;Financement économie
MSN;BG;UE; ;;;Plan urg. crise san
PGM;BG;356;UE;36;Prise en charge du chômage partiel et financement des aides d’urgence aux employeurs et aux actifs précaires à la suite de la crise sanitaire;Chômage partiel CS aides
ACT;BG;356-01;;;Favoriser le recours à l'activité partielle pour prévenir les licenciements;Activité partielle
ACT;BG;356-02;;;Indemnisation des congés payés;indemnis des congés payés
ACT;BG;356-03;;;Prime exceptionnelle permittents;Prime.exc.permittent
PGM;BG;357;UE;07;Fonds de solidarité pour les entreprises à la suite de la crise sanitaire;Fds solidarité entreprise
ACT;BG;357-01;;;Soutenir les entreprises éligibles au fonds de solidarité;Sout.ent Fds sol
PGM;BG;358;UE;07;Renforcement exceptionnel des participations financières de l'État dans le cadre de la crise sanitaire;Renf excep PFE crise
ACT;BG;358-01;;;Renforcement exceptionnel des participations financières de l'État dans le cadre de la crise sanitaire;Renf excep PFE crise san
PGM;BG;360;UE;07;Compensation à la sécurité sociale des allègements de prélèvements pour les entreprises les plus touchées par la crise sanitaire;Comp.secu alleg.prel.cris
ACT;BG;360-01;;;Soutenir les entreprises dans leur reprise d'activité;sout.ent.reprise act
PGM;BG;366;UE;07;Matériels sanitaires pour faire face à la crise de la covid-19;Mat.sanitaires covid-19
ACT;BG;366-01;;;Masques;Masques
ACT;BG;366-02;;;Autres matériels;Autres matériels
MSN;BG;PR; ;;;Plan de relance
PGM;BG;362;PR;07;Écologie;Écologie
ACT;BG;362-01;;;Rénovation énergétique;Rénov.énergetique
ACT;BG;362-02;;;Biodiversité, lutte contre l'artificialisation;Biodiversité.lutte art
ACT;BG;362-03;;;Décarbonation de l'industrie;Décarbonation
ACT;BG;362-04;;;Économie circulaire et circuits courts;Économie circulaire
ACT;BG;362-05;;;Transition agricole;Transition agricole
ACT;BG;362-06;;;Mer;Mer
ACT;BG;362-07;;;Infrastructures et mobilité vertes;Infra.mobilité vertes
ACT;BG;362-08;;;Énergies et technologies vertes;EnergTechno.vertes
ACT;BG;362-09;;;Dotation régionale d'investissement;Dot.Reg.inv
PGM;BG;363;PR;07;Compétitivité;Compétitivité
ACT;BG;363-01;;;Financement des entreprises;Finan.des entreprises
ACT;BG;363-02;;;Souveraineté technologique et résilience;Souveraineté techno.res
ACT;BG;363-03;;;Plan de soutien à l'export;Plan soutien export
ACT;BG;363-04;;;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;Numérique Etat, terr ent
ACT;BG;363-05;;;Culture;Culture
SSA;BG;363-05-01;;;Culture (ss-action tech);Culture
ACT;BG;363-06;;;Commandes militaires;Comamndes militaires
PGM;BG;364;PR;07;Cohésion;Cohésion
ACT;BG;364-01;;;Sauvegarde de l'emploi;Sauvegarde emploi
