Nature juridique du bénéficiaire;;;;Rattachement d'un operateur;;Bénéficiaire de la taxe;;Taxe affectée;;;;;;;;;;;Référence juridique;
Secteur;Catégorie d'opérateur ou répartition nature juridique;Catégorie d'opérateur ou nature juridique;Numéro SIREN;Mission;Programme;Code;Libellé;Code;Libellé;Exécution 2020;Plafond 2020;Reversement BG 2020;Exécution 2021;Plafond 2021;Reversement BG 2021;Exécution 2022;Plafond 2022;Reversement BG 2022;Début du plafonnement;Référence juridique
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;451638902;;;67;Etablissement public foncier local des collectivités de Côte-d'Or;20;Taxes spéciales d'équipement;3 600 000;;;2 700 000;;;2 700 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur local;Organismes consulaires;Organisme consulaire;;;;31;CRMA (incl. Alsace et Moselle);247;Participation au financement de la formation- Fraction affectée aux CMA pour leurs actions de formation;30 999 719;39 869 000;0;30 999 719;39 869 000;0;31 000 000;39 869 000;0;LFI 2013 et de la LFR-III 2012;Article L. 6331-50 du code du travail
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130025919;Écologie, développement et mobilité durables;113 Paysages, eau et biodiversité;200;OFB - Office français de la biodiversité;204;Droit d'examen du permis de chasse;600 000;;;600 000;;;600 000;;;;Art. L423-6 du Code l'environnement
Organismes d'administration centrale ;Autres personnes morales de droit public dépendant de l'Etat;Autorité administrative indépendante;130005374;;;170;H3C - Haut conseil du commissariat aux comptes;39;Contribution annuelle acquittée par les personnes inscrites comme commissaires aux comptes, et droit fixe sur chaque rapport de certification des comptes, et contribution de la compagnie nationale des commissaires aux comptes;14 757 000;19 400 000;0;14 757 000;19 400 000;0;14 900 000;19 400 000;0;LFR 2017 et LFI 2018;Art. L 821-5 et 821-6-1 du Code de commerce
Secteur local;Communes;Commune et commune nouvelle;;;;141;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part intercommunale;178;Redevances communale et départementale des mines;818 295;;;818 295;;;818 295;;;;Art. 1519 et 1587 du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère industriel ou commercial non doté d'un comptable public;390199669;Écologie, développement et mobilité durables;174 Énergie, climat et après-mines;21;ANDRA - Agence nationale pour la gestion des déchets radioactifs;29;Taxe additionnelle à la taxe sur les installations nucléaires de base - Recherche;64 154 900;55 000 000;9 154 900;64 154 900;55 000 000;9 154 900;65 072 400;55 000 000;10 072 400;LFI 2012;Art. 43 V de la LFI 2000
Secteur local;Collectivités territoriales de l'Outre-Mer;Collectivité et territoire d'Outre Mer;;;;128;Collectivités territoriales des DOM;172;Droit d'octroi de mer et droit d'octroi de mer régional;1 239 677 255;;;1 239 677 255;;;1 239 677 255;;;;Loi du 2 juillet 2004 n°2004-639
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère industriel ou commercial doté d'un comptable public;525046017;Écologie, développement et mobilité durables;203 Infrastructures et services de transports;14;SGP - Société du Grand Paris;266;Taxe sur les surfaces de stationnement;10 000 000;10 000 000;0;16 000 000;16 000 000;0;28 000 000;28 000 000;0;LFI 2019;Art. 1599 Quater C du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Société par actions simplifiée à associé unique ou société par actions simplifiée unipersonnelle;824541148;;;57;Action Logement Services;81;Participation des employeurs à l'effort de construction (PEEC);1 665 000 000;;;1 560 000 000;;;1 652 000 000;;;;Art. L. 313-1 du Code de la construction et de l'habitation
Secteur local;Régions;Région;237500079;;;176;Région Ile-de-France;21;Taxe annuelle sur les locaux à usage de bureaux, les locaux commerciaux, les locaux de stockage et les surfaces de stationnement annexées à ces catégories de locaux perçue dans la région Ile-de-France;0;;;0;;;0;;;;Art. 231 ter du CGI (affectation partielle art. L4414-7 du Code général des collectivités locales)
Secteur local;Communes;Commune et commune nouvelle;;;;138;Communes et départements (part communale);177;Redevance proportionnelle sur l'énergie hydraulique;3 094 183;;;3 094 183;;;3 094 183;;;;Loi du 16 octobre 1919
Secteur local;Communes;Commune et commune nouvelle;;;;136;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part communale;184;Taxe de ski de fond;2 860 919;;;2 860 919;;;2 860 919;;;;Art. L2333-81 du Code général des collectivités territoriales
Autres bénéficiaires;Associations;Fondation;413812827;;;160;Fondation du patrimoine;220;Fraction du produit des successions en déshérence;0;;;0;;;0;;;;Art. 7 de la loi n°96-590 du 2 juillet 1996 et décret n°2004-868 du 26 août 2004
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;130020621;;;165;Fonds d'indemnisation de la profession d'avoués près les cours d'appel;225;Droit affecté au fonds d’indemnisation de la profession d’avoués près les cours d’appel;21 561 998;;;29 300 000;;;29 117 000;;;;Art. 1635 bis P du CGI (article 54-II de la LFR 2009)
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130014442;Justice;310 Conduite et pilotage de la politique de la justice;43;AGRASC - Agence de gestion et de recouvrement des avoirs saisis et confisqués;62;Fraction des produits annuels de la vente de biens confisqués;58 085 885;1 306 000;56 779 885;80 000 000;1 306 000;78 694 000;100 000 000;9 900 000;90 100 000;LFI 2012;Art. 706-163 du Code de la procédure pénale
Organismes d'administration centrale ;Etablissements publics nationaux (non opérateurs);Établissement public national à caractère administratif;180014045;;;114;Centre national de la fonction publique territoriale (CNFPT);131;Cotisation obligatoire;356 167 211;;;358 660 381;;;374 229 503;;;;Art. 12-2 de la loi n°84-53 du 26 janvier 1984
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;145;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements;189;Versement pour sous-densité;52 070;;;52 070;;;52 071;;;;Art. 28 de la LFR-IV 2010 et art. L.331-35 et suiv. du Code de l'urbanisme
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;532828175;;;86;Etablissement public foncier local d'Agen;20;Taxes spéciales d'équipement;500 000;;;375 000;;;375 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;;;;27;"CTI de la filière Bois - Comité professionnel de développement des industries françaises de l'ameublement et du bois (CODIFAB); Institut technologique FCBA (Filière cellulose, bois, ameublement); Centre technique de la mécanique (CETIM)";35;Taxe pour le développement des industries de l'ameublement ainsi que des industries du bois;11 276 000;;;11 276 000;;;11 600 000;;;;Art. 71 A de la LFR 2003 modifié par l'art. 44 de la LFI 2005 et par l'art.109 de la LFI 2007
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024;;;99;CNAMTS;241;Droits perçus au profit de la Caisse nationale de l'assurance maladie des travailleurs salariés (CNAMTS) en matière de produits de santé, taxe annuelle due par les laboratoires de biologie médicale;78 000 000;;;78 780 000;;;78 780 000;;;;Art. 1635 bis AE à AH du CGI, art. 5321-3 du Code de la santé publique et art. 1600-0 R du CGI
Autres bénéficiaires;Associations;Association déclarée;328763040;;;155;Fonds d’assurance formation (FAF) Peche et cultures marines;212;PEFPC : Participation au financement de la formation des professions non salariées (Peche et culture) correspondant au minimum à 0,15% au du montant annuel du plafond de la SS;429 755;;;429 755;;;429 755;;;;Art. L. 6331-53 du Code du travail (agrément conjoint travail et peche)
Secteur local;Communes;Commune et commune nouvelle;;;;129;Communes;162;Taxe sur les déchets réceptionnés dans une installation de stockage ou un incinérateur de déchets ménagers;17 542 657;;;17 542 657;;;17 542 657;;;;Art. L.2333-92 et suiv. du Code général des collectivités territoriales
Secteur local;Communes;Commune et commune nouvelle;;;;140;Communes ou EPCI (établissements publics de coopération intercommunale) à fiscalité propre et Départements - part communale;180;Taxe communale sur la consommation finale d'électricité (TCFE);817 809 505;;;817 809 505;;;817 809 506;;;;Art. L2333-2 et suiv. du Code général des collectivités territoriales (modifiés par le I de l’art. 23 de la loi n° 2010-1488 dite « NOME »)
Secteur local;Communes;Commune et commune nouvelle;;;;144;Communes ou Groupements de communes (parts communale et intercommunale);182;Taxe d’aménagement;1 104 498 325;;;1 104 498 325;;;1 104 498 326;;;;Art L.331-1 à L.331-46 du Code de l’urbanisme (créée à/c du 1er mars 2012, art. 28 LFR 2010)
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035032;;;126;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";143;"Prélèvement sur les contrats d'assurance-vie en deshérence; 'Prélèvement sur les contrats participation et intéressement en déshérence";28 561 145;;;28 989 562;;;28 989 562;;;;"Art. L. 1126-1 5° du CGPPP, complété par l'art. 18 de la LFSS 2007 ; 'Livre III de la partie III du Code du travail"
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère industriel ou commercial doté d'un comptable public;525046017;Écologie, développement et mobilité durables;203 Infrastructures et services de transports;14;SGP - Société du Grand Paris;22;Imposition forfaitaire sur le matériel roulant circulant sur le réseau de transport ferroviaire et guidé géré par la RATP - IFER-STIF RATP;74 000 000;75 000 000;0;74 000 000;75 000 000;0;75 200 000;76 000 000;0;LFI 2012;b) du III du A de l'art. 158 de la LFI 2013
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère industriel ou commercial doté d'un comptable public;525046017;Écologie, développement et mobilité durables;203 Infrastructures et services de transports;14;SGP - Société du Grand Paris;21;Taxe annuelle sur les locaux à usage de bureaux, les locaux commerciaux, les locaux de stockage et les surfaces de stationnement annexées à ces catégories de locaux perçue dans la région Ile-de-France;533 600 000;544 000 000;0;592 200 000;593 900 000;0;600 900 000;601 000 000;0;LFI 2012;2° du A du XI de l'article 36 de la LFI 2017
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Mutualité sociale agricole;302990445;;;100;"FCATA (Fonds commun des accidents du travail agricole) jusqu'en 2016; CCMSA en 2017";112;Contribution forfaitaire des organismes assureurs et contribution forfaitaire des organismes participant à la gestion du régime prévu par la loi n° 2001-1128 du 30 novembre 2001;0;;;4 720 802;;;4 307 000;;;;Art. 1622 du CGI
Secteur local;Organismes consulaires;Organisme consulaire;;;;32;Chambres de commerce et d'industrie de région (CCI-R);41;TA-CVAE - Taxe additionnelle à la cotisation sur la valeur ajoutée des entreprises pour frais de chambres de commerce et d'industrie de région;255 117 000;226 117 000;29 000 000;241 117 000;226 117 000;15 000 000;233 000 000;226 117 000;6 883 000;LFI 2013 et de la LFR-III 2012;Art. 1600 (III) du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;441649225;;;62;Etablissement public foncier de Provence-Alpes-Côte d'Azur;20;Taxes spéciales d'équipement;54 880 000;54 880 000;0;38 659 000;38 659 000;0;38 659 000;37 859 000;800 000;LFR-I 2014 et de la LFI 2015;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public local à caractère industriel ou commercial;493023329;;;75;Etablissement public foncier local de Perpignan-Méditerranée;20;Taxes spéciales d'équipement;3 700 000;;;2 775 000;;;2 775 000;;;;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Mutualité sociale agricole;302990445;;;101;CCMSA - non salariés branche vieillesse;114;Droit de consommation sur les produits intermédiaires;58 980 000;;;60 000 000;;;60 000 000;;;;Art. 402 bis du CGI et art. L. 731-3 du Code rural et de la pêche maritime
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;321549941;;;30;Comité de développement et de promotion de l'habillement - DEFI;38;Taxe pour le développement des industries de l'habillement;6 800 000;;;6 800 000;;;7 900 000;;;;Art. 71 D de la LFR 2003 modifié par l'art. 44 de la LFI 2005
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime spécial de Sécurité Sociale;784275919;;;98;CNBF - Caisse nationale des barreaux français;148;Droits de plaidoirie;4 000 000;;;3 000 000;;;3 000 000;;;;Art. L. 723-3 du Code de la sécurité sociale
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180046039;Médias, livre et industries culturelles;334 Livre et industries culturelles;107;CNC - Centre national du cinéma et de l'image animée;152;TST - Taxe sur les éditeurs et distributeurs de services de télévision - Fraction Distributeurs;223 500 000;;;218 500 000;;;215 900 000;;;;Art. L115-6 à L115-13 du Code du cinéma et de l’image animée
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130006364;Agriculture, alimentation, forêt et affaires rurales;149 Compétitivité et durabilité de l'agriculture, de l'agroalimentaire, de la forêt, de la pêche et de l'aquaculture;3;FranceAgriMer;4;Certificats sanitaires et phytosanitaires;650 000;2 000 000;0;650 000;2 000 000;0;0;2 000 000;0;LFR-I 2014 et de la LFI 2015;Art. 103 de la LFR-2 2014
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;301365847;;;59;Etablissement public foncier de Lorraine;20;Taxes spéciales d'équipement;19 500 000;19 500 000;0;12 156 000;12 156 000;0;12 156 000;9 480 000;2 676 000;LFR-I 2014 et de la LFI 2015;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180067027;Cohésion des territoires;135 Urbanisme, territoires et amélioration de l'habitat;47;ANAH - Agence nationale de l'habitat;67;Taxe annuelle sur les logements vacants;93 860 000;61 000 000;32 860 000;93 860 000;61 000 000;32 860 000;93 860 000;;;LFI 2012;Art. 232 du CGI (VIII)
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180046039;Médias, livre et industries culturelles;334 Livre et industries culturelles;107;CNC - Centre national du cinéma et de l'image animée;153;Taxe sur les ventes et les locations de vidéogrammes destinés à l'usage privé du public (taxe vidéo et VOD );72 200 000;;;82 400 000;;;90 000 000;;;;Art.L116-1 du Code du cinéma et de l’image animée
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130012024;Agriculture, alimentation, forêt et affaires rurales;206 Sécurité et qualité sanitaires de l'alimentation;1;ANSéS - Agence nationale de sécurité sanitaire, de l'alimentation, de l'environnement et du travail;248;Taxe sur les produits de tabac;1 000 000;;;Inexistant en 2021;;;Inexistant en 2022;;;;Article L. 3512-19 du code de la santé publique
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035032;;;126;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";144;Redevances UMTS 2G et 3G;11 449 660;;;11 003 124;;;11 003 124;;;;Art. L. 241-3 du Code de la sécurité sociale
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;390729176;;;131;Comité professionnel des stocks stratégiques pétroliers;167;Rémunération pour services rendus au comité professionnel des stocks stratégiques pétroliers;383 500 000;;;383 500 000;;;383 500 000;;;;Art. L642-6 du code de l'énergie
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Autre régime de prévoyance sociale;;;;44;FNAL - Fonds national d'aide au logement;21;Taxe annuelle sur les locaux à usage de bureaux, les locaux commerciaux, les locaux de stockage et les surfaces de stationnement annexées à ces catégories de locaux perçue dans la région Ile-de-France;116 100 000;116 100 000;0;66 200 000;66 200 000;0;66 200 000;66 200 000;0;LFR 2016 et LFI 2017;Art. 231 ter du CGI, 1 du A du XI de l'article 36 de la LFI 2017
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;15;Personnes publiques ou privées exploitant des aérodromes pour lesquels : - le nombre annuel des mouvements d'aéronefs de masse maximale au décollage supérieure ou égale à 20 tonnes a dépassé 20 000 lors de l'une des cinq années civiles précédentes, - ou le nombre annuel des mouvements d'aéronef de masse maximale au décollage supérieure ou égale à 2 tonnes a dépassé 50 000 lors de l'une des 5 années civiles précédentes, si les plans d'exposition au bruit ou de gêne sonore de cet aérodrome possèdent un domaine d'intersection avec les plans d'exposition au bruit ou de gêne sonore d'un aérodrome présentant les caractéristiques définies au tiret précédent.;23;Taxe sur les nuisances sonores aériennes;20 900 000;55 000 000;0;16 500 000;55 000 000;0;26 400 000;55 000 000;0;LFI 2014;Art. 1609 quatervicies A du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130025919;Écologie, développement et mobilité durables;113 Paysages, eau et biodiversité;200;OFB - Office français de la biodiversité;205;Redevance pour délivrance initiale du permis de chasse;9 000 000;;;9 000 000;;;9 000 000;;;;Art. R423-11 du Code de l'environnement
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180034027;Immigration, asile et intégration;104 Intégration et accès à la nationalité française;42;OFII - Office français de l'immigration et de l'intégration;206;Redevance perçue à l’occasion de l’introduction des familles étrangères en France;501 190;;;501 190;;;501 190;;;;Art. R 421-29 du CESEDA
Secteur local;Départements;Département;;;;139;Communes et départements (part départementale);177;Redevance proportionnelle sur l'énergie hydraulique;Inexistant en 2020;;;Inexistant en 2021;;;Inexistant en 2022;;;;Loi du 16 octobre 1919
Autres bénéficiaires;Associations;Association déclarée;775671878;;;206;UNEDIC;136;Contribution sociale généralisée (CSG);13 494 000 000;;;14 623 000 000;;;15 186 000 000;;;;Art L136-1 à L136-8 du Code de la sécurité sociale et art. 1600-0-C et 1600-0-D du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère industriel ou commercial doté d'un comptable public;525046017;Écologie, développement et mobilité durables;203 Infrastructures et services de transports;14;SGP - Société du Grand Paris;267;Taxe additionnelle régionale de 15% à la taxe de séjour IDF;11 900 000;30 000 000;0;15 000 000;30 000 000;0;15 000 000;30 000 000;0;LFI 2019;Art. L.2531-17 CGCT
Secteur local;Départements;Département;;;;147;Départements (part départementale);196;Taxe sur les conventions d'assurance;7 767 499 471;;;7 977 221 957;;;8 136 766 397;;;;Art. 1001 du CGI et art. 52 de la LFI 2004
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;180092272;Cohésion des territoires;135 Urbanisme, territoires et amélioration de l'habitat;110;CGLLS - Caisse de garantie du logement locatif social;122;Cotisation additionnelle versée par les organismes HLM et les SEM;64 500 000;;;67 500 000;;;67 500 000;;;;Art. L452-4-1 du Code de la construction et de l'habitation
Secteur local;Communes;Commune et commune nouvelle;;;;129;Communes;163;Taxe pour non-raccordement à l'égout - Participation pour le financement de l'assainissement collectif (PAC);1 432 501;;;1 432 501;;;1 432 501;;;;Art. L.1331-7 du Code de la santé publique
Secteur local;Départements;Département;;;;133;Départements d'Outre-mer;173;Droits de consommation sur les tabacs (DOM);125 799 239;;;125 799 239;;;125 799 239;;;;Art. 268 du Code des douanes
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035032;;;126;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";146;Contribution sur les régimes de retraite conditionnant la constitution de droits à prestations à l’achèvement de la carrière du bénéficiaire dans l’entreprise;191 738 370;;;179 850 591;;;171 397 614;;;;Art. L. 137-11 du Code de la sécurité sociale
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024;;;99;CNAMTS;136;Contribution sociale généralisée (CSG);69 165 000 000;;;47 401 000 000;;;49 015 000 000;;;;Art L136-1 à L136-8 du Code de la sécurité sociale et art. 1600-0-C et 1600-0-D du CGI
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024;;;99;CNAMTS;104;Contribution due par les entreprises exploitant des médicaments bénéficiant d'une AMM / Contribution sur le chiffre d'affaires des entreprises exploitant une ou plusieurs spécialités pharmaceutiques;444 283 320;;;479 825 986;;;499 422 506;;;;Art. L. 245-6 du Code de la sécurité sociale
Organismes d'administration centrale ;Autres personnes morales de droit public dépendant de l'Etat;Service déconcentré de l'État à compétence (inter) régionale;;;;162;Fonds national de compensation de l'énergie éolienne en mer (Communes, Comité national de la pêche, activités maritimes);222;IFER éoliennes;116 243 000;;;116 243 000;;;116 243 000;;;;Art. 1519 B et C du CGI
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;524110921;;;80;Etablissement public foncier de Vendée;20;Taxes spéciales d'équipement;7 400 000;7 400 000;0;2 944 000;2 944 000;0;2 944 000;2 314 000;630 000;LFR-I 2014 et de la LFI 2015;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur local;Départements;Département;;;;147;Départements (part départementale);198;Taxe départementale additionnelle à certains droits d'enregistrement;126 417 569;;;147 908 555;;;149 387 642;;;;Art. 1595 du CGI
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Autre régime de prévoyance sociale;;;;4;FNGRA - Fonds national de gestion des risques en agriculture et fonds de calamités agricoles dans les départements d'outre-mer;7;Contributions additionnelles aux primes ou cotisations afférentes à certaines conventions d'assurance;71 400 000;60 000 000;11 400 000;72 700 000;60 000 000;12 700 000;69 000 000;60 000 000;9 000 000;LFR 2015 et de la LFI 2016;Art. 1635 bis A et AA du CGI et art. L361-5 et L362-1 du Code rural et de la pêche maritime
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035024;;;99;CNAMTS;102;Contribution due par les laboratoires sur leurs dépenses de publicité;133 949 028;;;135 288 518;;;135 288 519;;;;Art. L. 245-1 à L. 245-5 du Code de la sécurité sociale
Autres bénéficiaires;Associations;Association déclarée;;;;173;OPCO;258;PEFPC : Participation au financement de la formation des professions non salariées (Artistes auteurs) correspondant au minimum à 0,1% au du montant annuel du plafond de la SS;10 376 158;;;10 376 158;;;10 376 158;;;;Art. L. 6331-65 du code du travail et suivant
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;435028535;;;49;"Agence pour la mise en valeur des espaces urbains de la zone dite des "" 50 pas géométriques "" en Martinique";20;Taxes spéciales d'équipement;1 315 000;1 315 000;0;752 000;752 000;0;1 198 000;1 198 000;0;LFR 2015 et de la LFI 2016;Art. 1609 D du CGI
Secteur local;Départements;Département;;;;147;Départements (part départementale);182;Taxe d’aménagement;515 381 845;;;515 381 845;;;515 381 846;;;;Art L.331-3 du Code de l’urbanisme (créée à/c du 1ermars 2012, art. 28 LFR 2010)
Autres bénéficiaires;Associations;Association déclarée;;;;54;Organismes de secours et de sauvetage en mer agréés (art. L742-9 code de la sécurité intérieure);275;Prélèvement progressif dû par les casinos à bord des navires de commerce battant pavillon français;0;1 000 000;0;0;;;0;;;;Article L. 2333-57 du CGCT
Autres bénéficiaires;Autres personnes morales de droit privé;Établissement public national à caractère industriel ou commercial doté d'un comptable public;383330115;;;69;Etablissement public foncier Nord-Pas-de-Calais;20;Taxes spéciales d'équipement;51 990 000;51 990 000;0;27 763 000;27 763 000;0;27 763 000;18 233 000;9 530 000;LFR-I 2014 et de la LFI 2015;Art. 1607 bis,1607 Ter, 1608, 1609, 1609 B, 1609C, 1609D, 1609 F du CGI et art. L321-1 et L324-1 du Code de l'urbanisme
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Autre régime de prévoyance sociale;180092561;;;117;CNSA;136;Contribution sociale généralisée (CSG);2 110 000 000;;;28 332 000 000;;;29 241 000 000;;;;Art L136-1 à L136-8 du Code de la sécurité sociale et art. 1600-0-C et 1600-0-D du CGI
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130003262;Administration générale et territoriale de l'État;354 Administration territoriale de l'État;41;ANTS - Agence nationale des titres sécurisés;52;Taxe pour la gestion des certificats d'immatriculation des véhicules;38 666 666;36 200 000;2 466 666;46 000 000;36 200 000;9 800 000;40 000 000;36 200 000;3 800 000;LFR-I 2014 et de la LFI 2015;Art. 1628-0 bis du CGI (art. 135 al. VI de la LFI 2009)
Organismes d'administration centrale ;Opérateurs État;Établissement public national à caractère administratif;130001316;Écologie, développement et mobilité durables;203 Infrastructures et services de transports;16;EPSF - Etablissement public de sécurité ferroviaire;24;Droit de sécurité;14 800 000;13 200 000;1 600 000;Inexistant en 2021;;;Inexistant en 2022;;;;Art. L2221-6 du Code des transports et art 3.1 de la loi n°2006-10 du 5 janvier 2006 relative à la sécurité et au développement des transports
Secteur local;Intercommunalité;Autre établissement public local de coopération non spécialisé ou entente;;;;137;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part intercommunale;184;Taxe de ski de fond;2 778 387;;;2 778 387;;;2 778 388;;;;Art. L2333-81 du Code général des collectivités territoriales
Organismes d'administration centrale ;Opérateurs État;Groupement d'intérêt public (GIP);130025281;Sport, jeunesse et vie associative;219 Sport;201;ANS - Agence nationale du sport;72;Contribution sur la cession à un service de télévision des droits de diffusion de manifestations ou de compétitions sportives;74 100 000;40 000 000;34 100 000;74 100 000;74 100 000;0;40 000 000;74 100 000;0;LFI 2012;Art. 302 bis ZE du CGI et art. 59 de la LFI 2000
Secteur social ;Organisme gérant un régime de protection sociale à adhésion obligatoire;Régime général de la Sécurité Sociale;180035032;;;126;"CNAMTS, CNAVTS, CCMSA (non salariés-maladie) en 2016; CNAVTS dès 2017";142;Contribution sur les indemnités de mise à la retraite;28 587 000;;;28 587 000;;;28 587 000;;;;Art. L. 137-12 du Code de la sécurité sociale
Secteur local;Départements;Département;;;;147;Départements (part départementale);195;Taxe intérieure de consommation sur les produits énergétique (TICPE) - Fractions transférées en compensation du transfert du RMI/RSA et dans le cadre de l'acte II de la décentralisation;5 355 043 387;;;5 355 043 387;;;5 355 043 387;;;;Art. 59 de la LFI 2004, art. 38 de la LFI 2012 et art. 39 de la LFI 2012
Autres bénéficiaires;Autres personnes morales de droit privé;Centre technique industriel ou comité professionnel du développement économique;775664881;;;25;ITERG - Institut des corps gras;33;Taxe affectée au financement de l'institut des corps gras;500 000;666 000;0;650 000;;;650 000;;;;G de l'art. 71 de la LFR 2003
Secteur local;Communes;Commune et commune nouvelle;;;;136;Communes ou EPCI (établissements publics de coopération intercommunale à fiscalité propre) - part communale;176;Prélèvement progressif sur le produit des jeux dans les casinos au profit des communes;196 500 000;;;263 310 000;;;0;;;;Art. L2333-54 à L. 2333-57 du Code général des collectivités territoriales
Autres bénéficiaires;Associations;Association déclarée;784396426;;;12;Association pour le soutien du théâtre privé;17;Taxe sur les spectacles perçue au profit de l'Association pour le soutien du théâtre privé;8 000 000;8 000 000;0;8 000 000;8 000 000;0;8 000 000;8 000 000;0;LFI 2012;Art. 77 de la LFR 2003
Secteur local;Communes;Commune et commune nouvelle;;;;129;Communes;157;Impôt sur les spectacles, jeux et divertissements;184 840 518;;;184 840 518;;;184 840 518;;;;Art. 1559 à 1566 du CGI
