Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF;AE HT2 PLF;CP T2 PLF;CP HT2 PLF;AE T2 AMD;AE HT2 amd;CP T2 AMD;CP HT2 AMD;AE T2 LFI;AE HT2 LFI;AE ( T2 + HT2) LFI;CP T2 LFI;CP HT2 LFI;CP ( T2 + HT2) LFI
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;03;Dialogue social et démocratie sociale;;;31;3;36;Travail, emploi et insertion;0;3 113 994;0;10 371 728;0;0;0;0;0;3 113 994;3 113 994;0;10 371 728;10 371 728
Travail et emploi;TB;BG;111;Amélioration de la qualité de l'emploi et des relations du travail;03;Dialogue social et démocratie sociale;;;64;6;36;Travail, emploi et insertion;0;104 598 800;0;36 598 800;0;0;0;0;0;104 598 800;104 598 800;0;36 598 800;36 598 800
Cohésion des territoires;VA;BG;112;Impulsion et coordination de la politique d'aménagement du territoire;11;FNADT section locale;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;75 669 000;0;103 441 360;0;-422 577;0;-422 577;0;75 246 423;75 246 423;0;103 018 783;103 018 783
Cohésion des territoires;VA;BG;112;Impulsion et coordination de la politique d'aménagement du territoire;12;FNADT section générale;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;34 430 000;0;39 113 000;0;0;0;0;0;34 430 000;34 430 000;0;39 113 000;39 113 000
Cohésion des territoires;VA;BG;112;Impulsion et coordination de la politique d'aménagement du territoire;13;Soutien aux Opérateurs;;;32;3;45;Cohésion des territoires et relations avec les collectivités territoriales;0;65 767 484;0;65 767 484;0;-422 577;0;-422 577;0;65 344 907;65 344 907;0;65 344 907;65 344 907
Cohésion des territoires;VA;BG;112;Impulsion et coordination de la politique d'aménagement du territoire;14;Prime d'aménagement du territoire, contrats de ruralité et pacte Etat-métropoles;;;62;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;0;0;10 984 257;0;0;0;0;0;0;0;0;10 984 257;10 984 257
Cohésion des territoires;VA;BG;112;Impulsion et coordination de la politique d'aménagement du territoire;14;Prime d'aménagement du territoire, contrats de ruralité et pacte Etat-métropoles;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;0;0;11 515 743;0;0;0;0;0;0;0;0;11 515 743;11 515 743
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;31;3;23;Transition écologique;0;3 420 172;0;3 679 279;0;0;0;0;0;3 420 172;3 420 172;0;3 679 279;3 679 279
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;52;5;23;Transition écologique;0;85 000;0;115 000;0;0;0;0;0;85 000;85 000;0;115 000;115 000
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;62;6;23;Transition écologique;0;100 000;0;100 000;0;0;0;0;0;100 000;100 000;0;100 000;100 000
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;63;6;23;Transition écologique;0;1 401 520;0;1 246 584;0;0;0;0;0;1 401 520;1 401 520;0;1 246 584;1 246 584
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;64;6;23;Transition écologique;0;1 581 029;0;1 443 616;0;-51 758;0;-51 256;0;1 529 271;1 529 271;0;1 392 360;1 392 360
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;02;logistique, formation et contentieux;;;31;3;23;Transition écologique;0;5 668 754;0;5 661 580;0;-4 548;0;-13 490;0;5 664 206;5 664 206;0;5 648 090;5 648 090
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;31;3;23;Transition écologique;0;36 879 656;0;35 343 409;0;0;0;0;0;36 879 656;36 879 656;0;35 343 409;35 343 409
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;32;3;23;Transition écologique;0;53 071 000;0;53 071 000;0;0;0;0;0;53 071 000;53 071 000;0;53 071 000;53 071 000
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;51;5;23;Transition écologique;0;2 549 414;0;2 449 595;0;0;0;0;0;2 549 414;2 549 414;0;2 449 595;2 449 595
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;52;5;23;Transition écologique;0;960 409;0;962 124;0;0;0;0;0;960 409;960 409;0;962 124;962 124
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;62;6;23;Transition écologique;0;17 266 655;0;18 667 468;0;0;0;0;0;17 266 655;17 266 655;0;18 667 468;18 667 468
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;63;6;23;Transition écologique;0;29 483 623;0;28 386 919;0;0;0;0;0;29 483 623;29 483 623;0;28 386 919;28 386 919
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;64;6;23;Transition écologique;0;73 555 028;0;74 917 545;0;-1 226 122;0;-1 217 682;0;72 328 906;72 328 906;0;73 699 863;73 699 863
Écologie, développement et mobilité durables;TA;BG;113;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;72;7;23;Transition écologique;0;4 493 618;0;4 489 527;0;0;0;0;0;4 493 618;4 493 618;0;4 489 527;4 489 527
Engagements financiers de l'État;EB;BG;114;Appels en garantie de l'État (crédits évaluatifs);01;Agriculture et environnement;;;65;6;7;Économie, finances et relance;0;1 100 000;0;1 100 000;0;0;0;0;0;1 100 000;1 100 000;0;1 100 000;1 100 000
Engagements financiers de l'État;EB;BG;114;Appels en garantie de l'État (crédits évaluatifs);02;Soutien au domaine social, logement, santé;;;65;6;7;Économie, finances et relance;0;57 000 000;0;57 000 000;0;0;0;0;0;57 000 000;57 000 000;0;57 000 000;57 000 000
Engagements financiers de l'État;EB;BG;114;Appels en garantie de l'État (crédits évaluatifs);03;Financement des entreprises et industrie;;;65;6;7;Économie, finances et relance;0;1 602 200 000;0;1 602 200 000;0;0;0;0;0;1 602 200 000;1 602 200 000;0;1 602 200 000;1 602 200 000
Engagements financiers de l'État;EB;BG;114;Appels en garantie de l'État (crédits évaluatifs);04;Développement international de l'économie française;02;Assurance-prospection;65;6;7;Économie, finances et relance;0;107 000 000;0;107 000 000;0;0;0;0;0;107 000 000;107 000 000;0;107 000 000;107 000 000
Engagements financiers de l'État;EB;BG;114;Appels en garantie de l'État (crédits évaluatifs);04;Développement international de l'économie française;03;Garantie de change;65;6;7;Économie, finances et relance;0;1 000 000;0;1 000 000;0;0;0;0;0;1 000 000;1 000 000;0;1 000 000;1 000 000
Engagements financiers de l'État;EB;BG;114;Appels en garantie de l'État (crédits évaluatifs);04;Développement international de l'économie française;06;Garantie du risque exportateur;65;6;7;Économie, finances et relance;0;5 000 000;0;5 000 000;0;0;0;0;0;5 000 000;5 000 000;0;5 000 000;5 000 000
Engagements financiers de l'État;EB;BG;114;Appels en garantie de l'État (crédits évaluatifs);05;Autres garanties;;;65;6;7;Économie, finances et relance;0;731 500 000;0;731 500 000;0;0;0;0;0;731 500 000;731 500 000;0;731 500 000;731 500 000
Engagements financiers de l'État;EB;BG;117;Charge de la dette et trésorerie de l'État (crédits évaluatifs);01;Dette;;;41;4;7;Économie, finances et relance;0;35 162 000 000;0;35 162 000 000;0;-338 000 000;0;-338 000 000;0;34 824 000 000;34 824 000 000;0;34 824 000 000;34 824 000 000
Engagements financiers de l'État;EB;BG;117;Charge de la dette et trésorerie de l'État (crédits évaluatifs);03;Trésorerie;;;43;4;7;Économie, finances et relance;0;1 249 000 000;0;1 249 000 000;0;0;0;0;0;1 249 000 000;1 249 000 000;0;1 249 000 000;1 249 000 000
Relations avec les collectivités territoriales;RC;BG;119;Concours financiers aux collectivités territoriales et à leurs groupements;01;Soutien aux projets des communes et groupements de communes;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;1 829 279 990;0;1 606 521 608;0;0;0;0;0;1 829 279 990;1 829 279 990;0;1 606 521 608;1 606 521 608
Relations avec les collectivités territoriales;RC;BG;119;Concours financiers aux collectivités territoriales et à leurs groupements;02;Dotation générale de décentralisation des communes;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;130 308 258;0;130 308 258;0;4 081 026;0;4 081 026;0;134 389 284;134 389 284;0;134 389 284;134 389 284
Relations avec les collectivités territoriales;RC;BG;119;Concours financiers aux collectivités territoriales et à leurs groupements;03;Soutien aux projets des départements et des régions;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;211 855 969;0;160 572 634;0;0;0;0;0;211 855 969;211 855 969;0;160 572 634;160 572 634
Relations avec les collectivités territoriales;RC;BG;119;Concours financiers aux collectivités territoriales et à leurs groupements;04;Dotation générale de décentralisation des départements;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;265 581 125;0;265 581 125;0;156 156;0;156 156;0;265 737 281;265 737 281;0;265 737 281;265 737 281
Relations avec les collectivités territoriales;RC;BG;119;Concours financiers aux collectivités territoriales et à leurs groupements;05;Dotation générale de décentralisation des régions;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;1 206 389 413;0;1 206 389 413;0;0;0;0;0;1 206 389 413;1 206 389 413;0;1 206 389 413;1 206 389 413
Relations avec les collectivités territoriales;RC;BG;119;Concours financiers aux collectivités territoriales et à leurs groupements;06;Dotation générale de décentralisation concours particuliers;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;253 409 416;0;253 409 416;0;202 850;0;202 850;0;253 612 266;253 612 266;0;253 612 266;253 612 266
Relations avec les collectivités territoriales;RC;BG;119;Concours financiers aux collectivités territoriales et à leurs groupements;08;Concours exceptionnels pour l'achat de masques;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;0;0;0;0;80 000 000;0;0;0;80 000 000;80 000 000;0;0;0
Relations avec les collectivités territoriales;RC;BG;119;Concours financiers aux collectivités territoriales et à leurs groupements;09;Dotation de soutien à l'investissement local exceptionnelle;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;0;0;100 000 000;0;0;0;0;0;0;0;0;100 000 000;100 000 000
Relations avec les collectivités territoriales;RC;BG;122;Concours spécifiques et administration;01;Aides exceptionnelles aux collectivités territoriales;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;49 000 000;0;46 818 879;0;0;0;0;0;49 000 000;49 000 000;0;46 818 879;46 818 879
Relations avec les collectivités territoriales;RC;BG;122;Concours spécifiques et administration;02;Administration des relations avec les collectivités territoriales;;;31;3;45;Cohésion des territoires et relations avec les collectivités territoriales;0;551 826;0;514 951;0;0;0;0;0;551 826;551 826;0;514 951;514 951
Relations avec les collectivités territoriales;RC;BG;122;Concours spécifiques et administration;02;Administration des relations avec les collectivités territoriales;;;52;5;45;Cohésion des territoires et relations avec les collectivités territoriales;0;85 000;0;85 200;0;0;0;0;0;85 000;85 000;0;85 200;85 200
Relations avec les collectivités territoriales;RC;BG;122;Concours spécifiques et administration;04;Dotations Outre-Mer;;;63;6;45;Cohésion des territoires et relations avec les collectivités territoriales;0;144 517 179;0;144 517 179;0;0;0;0;0;144 517 179;144 517 179;0;144 517 179;144 517 179
Outre-mer;OA;BG;123;Conditions de vie outre-mer;01;Logement;;;61;6;44;Outre-mer;0;35 000 000;0;27 567 222;0;0;0;0;0;35 000 000;35 000 000;0;27 567 222;27 567 222
Outre-mer;OA;BG;123;Conditions de vie outre-mer;01;Logement;;;62;6;44;Outre-mer;0;139 620 100;0;109 969 666;0;0;0;0;0;139 620 100;139 620 100;0;109 969 666;109 969 666
Outre-mer;OA;BG;123;Conditions de vie outre-mer;01;Logement;;;63;6;44;Outre-mer;0;50 000 000;0;39 381 746;0;0;0;0;0;50 000 000;50 000 000;0;39 381 746;39 381 746
Outre-mer;OA;BG;123;Conditions de vie outre-mer;02;Aménagement  du territoire;;;31;3;44;Outre-mer;0;90 000;0;90 000;0;0;0;0;0;90 000;90 000;0;90 000;90 000
Outre-mer;OA;BG;123;Conditions de vie outre-mer;02;Aménagement  du territoire;;;51;5;44;Outre-mer;0;2 421 301;0;481 378;0;0;0;0;0;2 421 301;2 421 301;0;481 378;481 378
Outre-mer;OA;BG;123;Conditions de vie outre-mer;02;Aménagement  du territoire;;;62;6;44;Outre-mer;0;3 400 000;0;6 800 622;0;0;0;0;0;3 400 000;3 400 000;0;6 800 622;6 800 622
Outre-mer;OA;BG;123;Conditions de vie outre-mer;02;Aménagement  du territoire;;;63;6;44;Outre-mer;0;192 137 266;0;132 711 508;0;0;0;0;0;192 137 266;192 137 266;0;132 711 508;132 711 508
Outre-mer;OA;BG;123;Conditions de vie outre-mer;02;Aménagement  du territoire;;;64;6;44;Outre-mer;0;4 680 000;0;5 900 000;0;0;0;0;0;4 680 000;4 680 000;0;5 900 000;5 900 000
Outre-mer;OA;BG;123;Conditions de vie outre-mer;03;Continuité territoriale;;;61;6;44;Outre-mer;0;35 404 434;0;29 956 891;0;0;0;0;0;35 404 434;35 404 434;0;29 956 891;29 956 891
Outre-mer;OA;BG;123;Conditions de vie outre-mer;03;Continuité territoriale;;;62;6;44;Outre-mer;0;6 163 901;0;6 463 901;0;0;0;0;0;6 163 901;6 163 901;0;6 463 901;6 463 901
Outre-mer;OA;BG;123;Conditions de vie outre-mer;03;Continuité territoriale;;;63;6;44;Outre-mer;0;2 879 150;0;2 879 150;0;0;0;0;0;2 879 150;2 879 150;0;2 879 150;2 879 150
Outre-mer;OA;BG;123;Conditions de vie outre-mer;03;Continuité territoriale;;;64;6;44;Outre-mer;0;2 040 000;0;2 040 000;0;0;0;0;0;2 040 000;2 040 000;0;2 040 000;2 040 000
Outre-mer;OA;BG;123;Conditions de vie outre-mer;04;Sanitaire, social, culture, jeunesse et sports;;;61;6;44;Outre-mer;0;1 700 000;0;1 700 000;0;0;0;0;0;1 700 000;1 700 000;0;1 700 000;1 700 000
Outre-mer;OA;BG;123;Conditions de vie outre-mer;04;Sanitaire, social, culture, jeunesse et sports;;;64;6;44;Outre-mer;0;3 950 000;0;3 950 000;0;0;0;0;0;3 950 000;3 950 000;0;3 950 000;3 950 000
Outre-mer;OA;BG;123;Conditions de vie outre-mer;06;Collectivités territoriales;;;31;3;44;Outre-mer;0;919 101;0;919 101;0;0;0;0;0;919 101;919 101;0;919 101;919 101
Outre-mer;OA;BG;123;Conditions de vie outre-mer;06;Collectivités territoriales;;;61;6;44;Outre-mer;0;10 000 000;0;10 000 000;0;0;0;0;0;10 000 000;10 000 000;0;10 000 000;10 000 000
Outre-mer;OA;BG;123;Conditions de vie outre-mer;06;Collectivités territoriales;;;63;6;44;Outre-mer;0;191 055 846;0;129 672 174;0;18 000 000;0;6 000 000;0;209 055 846;209 055 846;0;135 672 174;135 672 174
Outre-mer;OA;BG;123;Conditions de vie outre-mer;07;Insertion économique et coopération régionales;;;31;3;44;Outre-mer;0;80 000;0;80 000;0;0;0;0;0;80 000;80 000;0;80 000;80 000
Outre-mer;OA;BG;123;Conditions de vie outre-mer;07;Insertion économique et coopération régionales;;;64;6;44;Outre-mer;0;889 500;0;889 500;0;0;0;0;0;889 500;889 500;0;889 500;889 500
Outre-mer;OA;BG;123;Conditions de vie outre-mer;08;Fonds exceptionnel d'investissement;;;63;6;44;Outre-mer;0;110 000 000;0;67 000 000;0;0;0;0;0;110 000 000;110 000 000;0;67 000 000;67 000 000
Outre-mer;OA;BG;123;Conditions de vie outre-mer;09;Appui à l'accès aux financements bancaires;;;62;6;44;Outre-mer;0;15 000 000;0;925 500;0;0;0;0;0;15 000 000;15 000 000;0;925 500;925 500
Outre-mer;OA;BG;123;Conditions de vie outre-mer;09;Appui à l'accès aux financements bancaires;;;63;6;44;Outre-mer;0;21 346 329;0;13 896 312;0;12 000 000;0;4 000 000;0;33 346 329;33 346 329;0;17 896 312;17 896 312
Solidarité, insertion et égalité des chances;SE;BG;124;Conduite et soutien des politiques sanitaires et sociales;10;Fonctionnement des services;;;31;3;56;Solidarités et santé;0;14 799 835;0;14 999 159;0;0;0;0;0;14 799 835;14 799 835;0;14 999 159;14 999 159
Solidarité, insertion et égalité des chances;SE;BG;124;Conduite et soutien des politiques sanitaires et sociales;11;Systèmes d'information;;;31;3;56;Solidarités et santé;0;57 152 191;0;57 122 869;0;0;0;0;0;57 152 191;57 152 191;0;57 122 869;57 122 869
